,국가,대학교명,내용,번역,영한_재번역,추출요약,분류,5분류
951,캐나다,McMaster University,"MacChangers is a co-curricular experiential learning program at
McMaster. Students from all Faculties are given the opportunity
to propose innovative solutions to the most pressing problems
confronting society as identified in the UN SDGs and Our Future
Hamilton long-term community vision. Recent projects include
reducing paper receipts in local business, designing a new bike lane in
the city’s core and an online resource to address housing needs.","MacChangers는 공동 커리큘럼 체험 학습 프로그램입니다.
맥마스터. 모든 학부의 학생들에게 기회가 주어진다.
가장 시급한 문제에 대한 혁신적인 해결책을 제안하다
유엔개발목표와 우리의 미래에서 확인된 사회와 맞서기
해밀턴의 장기적인 공동체 비전입니다. 최근 프로젝트에는 다음이 포함됩니다.
지역 사업에서 종이 영수증을 줄이고, 새로운 자전거 도로를 디자인하기 위해
도시의 핵심이자 주택 수요를 해결하기 위한 온라인 자원","MacChangers는 McMaster의 과외 경험 학습 프로그램입니다.모든 교수진의 학생들에게는 UN SDG와 미래의 해밀턴 장기 커뮤니티 비전에서 확인 된 바와 같이 사회가 직면 한 가장 시급한 문제에 대한 혁신적인 솔루션을 제안 할 수있는 기회가 주어집니다.최근 프로젝트에는 지역 비즈니스의 종이 영수증 감소, 도시의 핵심에 새로운 자전거 차선을 설계하고 주택 요구를 해결하기위한 온라인 자원이 포함됩니다."," 프로젝트에는 지역 비즈니스의 종이 영수증 감소, 도시의 핵심에 새로운 자전거 차선을 설계하고 주택 요구를 해결하기위한 온라인 자원이 포함됩니다.",4,1
1695,핀란드,University of Eastern Finland,"Gender studies is offered at the
university as a minor subject under
the Department of Cultural Studies.
The studies explore a wide range of
issues around equality, fairness and
power.","성별 연구는 에서 제공된다.
부전공으로서 대학.
문화학과
그 연구는 광범위한 것을 탐구한다.
평등, 공정, 그리고 관련된 문제들
힘.","성별 연구는 문화 연구부 하에서 미성년자로서 대학에서 제공됩니다.이 연구는 평등, 공정성 및 힘에 관한 광범위한 문제를 탐구합니다."," 연구는 평등, 공정성 및 힘에 관한 광범위한 문제를 탐구합니다.",5,1
1886,미국,UC Davis University,"UC Davis is a home to a vibrant interdisciplinary research and teaching program that explores gender identities, transnationally and locally. In 1981, a Gender, Sexuality and Women's Studies Program was established and it has become a critical space of inquiry and learning for faculty and students. The Department of Gender, Sexuality and Women's Studies at Davis offers both an undergraduate major and minor, and it seeks
51
to explore issues of gender in relation to race, class, ability, ethnicity, sexuality, nation and culture in a transnational framework.","UC Davis는 국가 간 및 지역적으로 성별 정체성을 탐구하는 활발한 학제간 연구 및 교육 프로그램의 본거지입니다. 1981년, 성, 성, 여성 연구 프로그램이 설립되었고, 교직원과 학생들의 탐구 및 학습의 중요한 공간이 되었다. 데이비스의 성, 성, 여성학부는 학부 전공과 부전공을 모두 제공하고, 그것은 다음을 추구한다.
51
인종, 계급, 능력, 민족, 성별, 국가 및 문화와 관련된 성별 문제를 초국가적 틀에서 탐구한다.","UC Davis는 성별 정체성을 탐구하는 활기찬 학제 간 연구 및 교육 프로그램의 본거지입니다.1981 년에는 성별, 섹슈얼리티 및 여성 연구 프로그램이 설립되었으며 교수진과 학생들을위한 중요한 질문과 학습의 중요한 공간이되었습니다.Davis의 성별, 성적 및 여성 연구부는 학부 전공 및 미성년자를 제공하며 51은 다국적 프레임 워크에서 인종, 계급, 능력, 민족, 성, 국가 및 문화와 관련하여 성별 문제를 탐색하기 위해 51을 찾고 있습니다."," 년에는 성별, 섹슈얼리티 및 여성 연구 프로그램이 설립되었으며 교수진과 학생들을위한 중요한 질문과 학습의 중요한 공간이되었습니다",5,1
1449,인도네시아,IPB University,"Our students developed a quartered
card game innovation into an alternative
learning method for elementary school
students in improving the score of natural
science subjects in the national exam. This
innovation, Quarter or ""Quarter Pinter""
(Smart Quarter) was selected as one of the
thousands proposals that were awarded a
grant from the Ministry of Research,
Technology and Higher Education
(Kemristekdikti). The quarter is the
answer to the needs of educators and
parents in understanding natural science
lessons and includes riddles in the game
content to support elementary students'
knowledge.","우리 학생들은 4분의 1을 발전시켰다.
게임 혁신을 대안으로 제시하다
초등학교의 학습법
자연점수를 올리는 학생.
국가 시험의 이과 과목 이것.
혁신, 분기 또는 ""분기 핀터""
(Smart Quarter)가 다음 중 하나로 선택되었습니다.
수천 건의 제안이 주어졌다.
연구부로부터 보조금을 받는다.
기술과 고등교육
(케미스테크딕티) 25센트짜리 동전
교육자의 요구에 부응하고
자연 과학을 이해하는 부모들
레슨하고 게임에 수수께끼 포함
초등학생 지원 콘텐츠
지식.","우리 학생들은 전국 시험에서 자연 과학 과목의 점수를 향상시키는 초등학생들을위한 대체 학습 방법으로 분기 카드 게임 혁신을 개발했습니다.이 혁신, 분기 또는 ""쿼터 핀터""(Smart Quarter)는 연구, 기술 및 고등 교육부 (Kemristekdikti)로부터 보조금을받은 수천 개의 제안 중 하나로 선정되었습니다.이 분기는 자연 과학 수업을 이해하는 데있어 교육자와 부모의 요구에 대한 해답이며 초등학생의 지식을 지원하기 위해 게임 컨텐츠에 수수께끼를 포함합니다.",우리 학생들은 전국 시험에서 자연 과학 과목의 점수를 향상시키는 초등학생들을위한 대체 학습 방법으로 분기 카드 게임 혁신을 개발했습니다,4,1
1593,홍콩,University of Hong Kong,"Since then, the proportion of women at the dean level or above has increased from 9% to 20%, female representation was made compulsory on all appointment and promotion panels, maternity and paternity leave conditions have improved, data collection systems for gender and diversity have been enhanced, and breastfeeding facilities were established on campus. Awareness building initiatives such as lunch seminars for women academics, gender parity forums and meetings were also held. Additionally, funding has been earmarked for the Women’s Studies Research Centre for gender and diversity research.","이후 학장급 이상 여성의 비율이 9%에서 20%로 높아졌고, 모든 임용·승진 패널에는 여성 대표자 의무화, 출산·육아휴직 여건 개선, 성별·다양성 데이터 수집 시스템 강화, 모유수유시설 설치 등이 추진됐습니다. 캠퍼스. 여성 학자들을 위한 점심 세미나, 성평등 포럼 및 회의와 같은 인식 형성 이니셔티브도 열렸습니다. 또한 성별 및 다양성 연구를 위한 여성 연구 센터에도 자금이 배정되었습니다.","그 이후로 학장 수준 이상의 여성의 비율은 9%에서 20%로 증가했으며, 모든 약속 및 홍보 패널, 출산 및 친자 관계 휴가 조건에서 여성 표현이 강제로 만들어졌으며, 성별 및 다양성에 대한 데이터 수집 시스템은강화되었고 캠퍼스에 모유 수유 시설이 설립되었습니다.여성 학계를위한 점심 세미나, 젠더 패리티 포럼 및 회의와 같은 인식 구축 이니셔티브도 개최되었습니다.또한, 성별 및 다양성 연구를위한 여성 연구 연구 센터에 자금이 배정되었습니다.", 성별 및 다양성 연구를위한 여성 연구 연구 센터에 자금이 배정되었습니다.,5,1
206,영국,University of Glasgow,"Researchers from our School of Education and the charity Food Train have published research on food access and risk of malnutrition for older people. The research shows that barriers such as loneliness and the changing nature of the high street are leading to a lack of access to healthy and nutritious food to the detriment of physical health. The research calls for a rethink of food insecurity, particularly in older adults, as access to food is not simply down to financial means. Academics within the Adam Smith Business School are also researching how derelict land and community gardens demonstrate how growing initiatives can improve healthy consumption and sustainable food production. ",우리 교육대학과 자선단체인 푸드트레인(Food Train)의 연구원들은 노인들의 음식 접근과 영양실조의 위험에 대한 연구를 발표했다. 그 연구는 외로움과 높은 거리의 변화하는 성격과 같은 장벽이 신체 건강을 해치는 건강에 좋고 영양가 있는 음식에 대한 접근의 부족으로 이어지고 있다는 것을 보여준다. 그 연구는 음식에 대한 접근이 단순히 경제적인 수단에 의존하지 않기 때문에 특히 노인들의 식량 불안에 대해 재고할 것을 요구한다. 아담 스미스 경영대학원 내의 학자들은 또한 어떻게 버려진 땅과 지역사회 정원이 성장하는 이니셔티브가 건강한 소비와 지속 가능한 식량 생산을 어떻게 개선할 수 있는지를 입증하는지를 연구하고 있다.,"교육 학교와 자선 푸드 트레인의 연구원들은 노인들을위한 식량 접근과 영양 실조 위험에 관한 연구를 발표했습니다.이 연구에 따르면 외로움과 하이 스트리트의 변화하는 특성과 같은 장벽은 건강하고 영양가있는 음식에 대한 접근이 부족하여 신체 건강에 해를 끼치게됩니다.이 연구는 식품에 대한 접근이 단순히 재정적 수단에 달려 있지 않기 때문에 식량 불안, 특히 노인의 재고를 요구합니다.아담 스미스 비즈니스 스쿨 (Adam Smith Business School)의 학자들은 또한 외딴 토지와 지역 사회 가든 (Community Gardens)이 어떻게 성장하는 이니셔티브가 어떻게 건강한 소비와 지속 가능한 식량 생산을 개선 할 수 있는지를 보여주는 방법을 연구하고 있습니다."," 연구는 식품에 대한 접근이 단순히 재정적 수단에 달려 있지 않기 때문에 식량 불안, 특히 노인의 재고를 요구합니다",2,1
1050,영국,University of Essex,"It’s important not to consider gender as a binary
concept. We know that many members of our
community identify outside the gender binary
and/or as trans, and we remain committed
to creating a welcoming environment for all
members of our community.","성별을 이항으로 생각하지 않는 것이 중요합니다._x000D_
개념. 우리 멤버들 중 많은 분들이_x000D_
성별 이항 밖에서의 공동체 식별_x000D_
그리고/또는 트랜스로서, 그리고 우리는 계속 헌신한다._x000D_
모두를 위한 환영하는 환경을 조성하다_x000D_
우리 공동체의 구성원들이라고 말했다.","성별을 이진 개념으로 간주하지 않는 것이 중요합니다.우리는 지역 사회의 많은 구성원들이 성 바이너리 외부 및/또는 트랜스로 식별한다는 것을 알고 있으며, 우리는 지역 사회의 모든 구성원을위한 환영하는 환경을 만들기 위해 계속 노력하고 있습니다."," 지역 사회의 많은 구성원들이 성 바이너리 외부 및/또는 트랜스로 식별한다는 것을 알고 있으며, 우리는 지역 사회의 모든 구성원을위한 환영하는 환경을 만들기 위해 계속 노력하고 있습니다.",5,1
1123,파키스탄,National University of Sciences & Technology,"Baat cheet- Fempower event
“Baat-Cheet” is a Fempower initiative by NUST
Community Service Club which aims to provide
a platform with a candid environment for women
to open up and discuss grave issues like abuse,
female rights, problems women face in domestic
life and their careers. Some female students take
the opportunity and express their poetic and artistic
sides by sharing heart-wrenching poems and
melodious songs.
Stories, lessons and laughs are shared over
complimentary cups of tea and delicious snacks. And as the sun sets, the embellished trees spark up
with the laughter, shared experiences and exchanged stories, and forges a bond of sisterhood among
all the attendees that they will always cherish for days to come.","펨파워 @ NUST
NUST Community Service Club (NCSC)는 재정 자립을 목표로 하는 Fempower 프로젝트를 시작했습니다.
소외된 배경을 가진 여성들에게요 그 프로젝트는 아래의 자금 지원을 위해 선택되었다.
HEC 사회 통합 프로그램 2019년에는 인근 슬럼가 출신 여성 2명이 6명 입학했다.
이슬라마바드 직업 및 기술 훈련 센터에서 수개월간의 훈련. 이 여성들은 이 일을 위해 훈련받았다.
옷 꿰매기, 미용사 과정과 같은 기술 개발 훈련이 완료되면, 여성들은
홈 비즈니스를 설립할 수 있었고 그들의 수입의 10%를 프로젝트에 돌려주겠다고 약속했다.
이런 식으로, 그 프로젝트는 그 프로그램에 등록하는 다른 여성들에게도 지속 가능하게 될 것으로 기대된다.
NCSC Fempower 팀은 센터를 방문하여 기관장으로부터 피드백을 받았다.
특출한 것으로 판명되었다.","Baat Cheet- Fempower 이벤트 ""Baat-Cheet""은 Nust Community Service Club의 Fempower 이니셔티브로, 여성이 학대, 여성의 권리, 국내 생활에서 직면 한 문제를 개방하고 논의 할 수있는 솔직한 환경을 제공하는 플랫폼을 제공하는 것을 목표로합니다.그리고 그들의 경력.일부 여학생들은 기회를 잡고 가슴 아픈시와 멜로디 한 노래를 공유함으로써 시적 및 예술적 측면을 표현합니다.이야기, 수업 및 웃음은 무료 차와 맛있는 간식에 대해 공유됩니다.그리고 태양이 세워지면서, 장식 된 나무는 웃음, 공유 경험 및 이야기를 교환하며, 모든 참석자들 사이에서 자매 결의를 강화하여 앞으로 며칠 동안 항상 소중히 할 것입니다.", 여학생들은 기회를 잡고 가슴 아픈시와 멜로디 한 노래를 공유함으로써 시적 및 예술적 측면을 표현합니다,5,1
1951,인도,Ashoka University,"What Does Work-From-Home Mean
for Women?
Ashwini Deshpande, Professor of Economics, wrote
an article on “What does Work-From-Home Mean for
Women?” There has been near-universal adoption of
work-from-home in light of the COVID-19 pandemic.
Does this shift have similar implications for men and
women? She talks about what work-from-home
means for different categories of women, and what
are the implications of this shift in terms of class,
nature of work, location of work, and degrees of
informality.","무엇 Work-From-Home 평균나
여성을 위해?
Ashwini Deshpande, 교수, 경제학을 썼다.
""무엇 Work-From-Home 평균에 기사야.
여자?""에 대해 거의 보편화 채택이다.
Work-from-home은 COVID-19 유행병의 빛에.
이 같은 이동과 남성들에게 비슷한 의미를 가지고 있나.
여자?그녀는 무슨 work-from-home에 대해 이야기한다.
수단 여성들의 다양한 범주들의, 또 뭐야.
이러한 변화의 수업의 측면에서 의미 있나.
일의 본질, 일의 위치, 정도.
간략","재택 근무는 여성에게 무엇을 의미합니까?경제학 교수 인 Ashwini Deshpande는“가정에서 일하는 여성에게 무엇을 의미 하는가?”라는 기사를 썼습니다.Covid-19 Pandemic에 비추어 집에서 일하면서 직장을 거의 보편적으로 채택했습니다.이 변화는 남성과 여성에게도 비슷한 영향을 미칩니 까?그녀는 재택 근무가 다른 범주의 여성들에게 무엇을 의미하는지, 그리고 계급, 일의 본질, 일의 위치 및 비공식적 인 측면에서 이러한 변화의 의미에 대해 이야기합니다.",재택 근무는 여성에게 무엇을 의미합니까,5,1
1399,영국,University of Exeter,"In addition, Exeter research is building  knowledge and understanding and helping to shape    conservation and species management for the future. Some recent examples include transformational outcomes to address the threat which the decline of bee  pollinator populations pose to global food production and to insect and plant diversity. Research on bee pollinators ’ sensitivity to certain pesticides and tolerance to others has been translated into tools (the BeeSafe toolkit) which have been used by Bayer, a world leading agrochemical company, to: rapidly screen for and accelerate  the          development  of  new  insecticides  that  have  low  toxicity  to  bees;  predict and avoid harmful pesticidepesticide interactions; and support registration of specific pesticide combinations that are safe for bees. The BeeSafe toolkit was integral to Bayer receiving regulatory approval for a new insecticide in Germany with benefits to pollinators and production.","게다가, 엑서터 연구는 지식과 이해를 쌓고 미래를 위한 보존과 종 관리를 형성하는 것을 돕고 있다. 최근 몇 가지 예는 벌 수분자 개체수의 감소가 전 세계 식량 생산과 곤충과 식물의 다양성에 미치는 위협을 해결하기 위한 변형 결과를 포함한다. 벌의 꽃가루 매개자의 특정 살충제에 대한 민감성과 다른 것에 대한 내성에 대한 연구는 세계적인 농약 회사인 바이엘이 벌에 대한 독성이 낮은 새로운 살충제의 개발을 신속하게 선별하고 가속화하기 위해 사용해 온 도구(BeeSafe Toolkit)로 번역되었다.유해한 농약 살충제 상호작용을 방지하고 벌에 안전한 특정 농약 조합의 등록을 지원한다. BeeSafe 툴킷은 독일에서 새로운 살충제에 대한 규제 승인을 받는 데 필수적이었으며, 꽃가루 매개자와 생산에 도움이 되었다.",또한 Exeter Research는 지식과 이해를 구축하고 미래를위한 보존 및 종 관리를 형성하는 데 도움을주고 있습니다.최근의 일부 사례에는 꿀벌 수분 조절제 인구의 감소가 세계 식량 생산과 곤충 및 식물 다양성에 대한 위협을 해결하기위한 변형 결과가 포함됩니다.꿀벌 수분 조절제의 특정 살충제에 대한 민감성과 다른 사람들에 대한 내성에 대한 연구는 세계 최고의 농약 회사 인 Bayer가 사용한 도구 (Beesafe 툴킷)로 번역되었습니다.꿀벌에 대한 독성이 낮습니다.유해한 살충제 상호 작용을 예측하고 피하십시오.꿀벌에게 안전한 특정 살충제 조합의 등록 지원.Beesafe 툴킷은 Bayer가 독일의 새로운 살충제에 대한 규제 승인을받는 데 필수적이었습니다., 안전한 특정 살충제 조합의 등록 지원,2,1
957,캐나다,McMaster University,"Female students can tap into a variety of financial aid, free programs,
scholarships and bursaries designed to help women succeed. In
the 2017-18 fiscal year, more than 55 per cent of scholarships and
grants were given to female students, and more than 52 per cent of
the university’s bursaries went to female students. Scholarships aid
Indigenous women, females studying engineering and business, and
those who show community leadership.","여학생들은 다양한 재정적 원조, 무료 프로그램들을 이용할 수 있다.
여성의 성공을 돕기 위한 장학금과 장학금 인
2017-18 회계연도, 55% 이상의 장학금과
보조금은 여학생들에게 주어졌고, 52퍼센트 이상이
대학의 장부는 여학생들에게 돌아갔다. 장학금 지원
원주민 여성들, 엔지니어링과 사업을 공부하는 여성들, 그리고
지역 사회 지도력을 발휘하는 사람들","여학생들은 여성의 성공을 돕기 위해 고안된 다양한 재정 지원, 무료 프로그램, 장학금 및 매장을 활용할 수 있습니다.2017-18 회계 연도에는 장학금과 보조금의 55 % 이상이 여학생들에게 제공되었으며, 대학 매장의 52 % 이상이 여학생에게 갔다.장학금은 토착 여성, 공학 및 비즈니스를 공부하는 여성 및 지역 사회 리더십을 보여주는 여성을 돕습니다.","여학생들은 여성의 성공을 돕기 위해 고안된 다양한 재정 지원, 무료 프로그램, 장학금 및 매장을 활용할 수 있습니다",5,1
1793,덴마크,Aalborg University,"The Vice Dean for Education at the Technical Faculty of IT
and Design, Jakob Stoustrup, is heading a project for estimation,
simulation and regulation for optimal interventions
against COVID-19, funded by the Novo Nordisk Foundation.
The project will develop a decision support tool for the Danish
authorities.","IT 기술대학 교육학과 부학장
디자인, 제이콥 스토스트럽은 추정 프로젝트를 이끌고 있고
최적의 개입을 위한 시뮬레이션 및 규제
노보 노르디스크 재단이 후원하는 코로나19에 맞서다.
이 프로젝트는 덴마크인을 위한 의사 결정 지원 도구를 개발할 것입니다.
당국자","IT 및 Design의 기술 교수 인 Jakob Stoustrup의 교육 부사장은 Novo Nordisk Foundation이 자금을 지원하는 Covid-19에 대한 최적의 개입을위한 추정, 시뮬레이션 및 규제 프로젝트를 이끌고 있습니다.이 프로젝트는 덴마크 당국을위한 의사 결정 지원 도구를 개발할 것입니다.", 프로젝트는 덴마크 당국을위한 의사 결정 지원 도구를 개발할 것입니다.,3,1
846,호주,University of Wollongong,"Women in MBA is an initiative aimed at improving the participation of women in Master of Business Administration (MBA) programs. UOW’s Sydney Business School provides financial support, guidance and advice and access to events. An MBA has a significant impact on career pathways and is particularly powerful in enabling middle-managers to progress to executive and board room roles.","여성 MBA는 경영학 석사(MBA) 프로그램에 대한 여성의 참여를 개선하기 위한 이니셔티브입니다. UOW의 시드니 비즈니스 스쿨은 재정적 지원, 안내, 조언 및 행사 접근 권한을 제공합니다. MBA는 경력 과정에 큰 영향을 미치며, 중간 관리자가 임원 및 이사회 직책으로 승진할 수 있도록 하는 데 특히 강력합니다.","MBA의 여성은 MBA (Master of Master of Master Administration) 프로그램의 참여를 개선하기위한 이니셔티브입니다.Uow의 시드니 비즈니스 스쿨은 재정 지원, 지침 및 조언 및 이벤트에 대한 액세스를 제공합니다.MBA는 경력 경로에 중대한 영향을 미치며 중간 관리자가 경영진 및 이사회 역할을 수행 할 수 있도록하는 데 특히 강력합니다."," 시드니 비즈니스 스쿨은 재정 지원, 지침 및 조언 및 이벤트에 대한 액세스를 제공합니다",5,1
2087,영국,University of East Anglia,"Addressing food insecurity in India
Part of our Global Research Translation Award, the Sustainable Food Systems project is working to address food and nutrition insecurity in India. Despite economic growth, India has some of the highest levels of food and nutrition insecurity in the world - with close to 40 % of children under 5 stunted, and over 50 % of women anaemic. This problem is especially apparent in rural, indigenous populations. UEA researchers are working with local partners and communities to share knowledge on sustainable food systems, in particular production choices and diets practices, and how these relate to health and nutrition outcomes. Using a range of tools and strategies, the project is generating digital content – that can be shared at scale to provide 24-hour real-time response to community needs.","인도의 식량 불안 해소
우리의 글로벌 연구 번역상의 일부인 지속 가능한 식품 시스템 프로젝트는 인도의 식량과 영양 불안을 해결하기 위해 노력하고 있습니다. 경제 성장에도 불구하고, 인도는 세계에서 가장 높은 수준의 식량과 영양 불안을 가지고 있다 - 5세 미만 어린이의 거의 40%가 발기부전이고, 여성의 50% 이상이 빈혈이다. 이 문제는 특히 시골의 토착민들에게서 두드러진다. UEA 연구원들은 지역 파트너 및 지역사회와 협력하여 지속 가능한 식품 시스템, 특히 생산 선택과 다이어트 관행, 그리고 이것이 건강과 영양 결과와 어떻게 관련이 있는지에 대한 지식을 공유하고 있습니다. 이 프로젝트는 다양한 도구와 전략을 사용하여 디지털 컨텐츠를 생성하고 있습니다. 이 컨텐츠는 규모에 맞게 공유되어 커뮤니티 요구에 24시간 실시간으로 응답할 수 있습니다.","인도의 식량 불안에 대해 글로벌 연구 번역상의 일부인 지속 가능한 식품 시스템 프로젝트는 인도의 식품 및 영양 불안을 해결하기 위해 노력하고 있습니다.경제 성장에도 불구하고 인도는 세계에서 가장 높은 수준의 식량 및 영양 불안을 보유하고 있습니다.이 문제는 특히 시골 원주민 인구에서 분명합니다.UEA 연구원들은 지역 파트너 및 지역 사회와 협력하여 지속 가능한 식품 시스템, 특히 생산 선택 및식이 요법 관행에 대한 지식, 그리고 이것이 건강 및 영양 결과와 어떻게 관련되는지를 공유하고 있습니다.다양한 도구와 전략을 사용 하여이 프로젝트는 디지털 컨텐츠를 생성하고 있습니다.이 컨텐츠는 커뮤니티 요구에 대한 24 시간 실시간 대응을 제공하기 위해 규모로 공유 할 수 있습니다."," 연구원들은 지역 파트너 및 지역 사회와 협력하여 지속 가능한 식품 시스템, 특히 생산 선택 및식이 요법 관행에 대한 지식, 그리고 이것이 건강 및 영양 결과와 어떻게 관련되는지를 공유하고 있습니다",2,1
