대학교명,내용
건국대학교,"마사지를 받는 반려견/사진·조성재 기자캐니크로스 대형견 부문 우승견 ‘모리’/사진·조성재 기자지난 21일 우리 대학 행정관 앞 민주 광장에서 ‘반함’이 개최됐다. 수의과대학 학생회 ‘새벽’과 ‘제33대 반함준비위원회’의 주관으로 열린 이번 행사는 코로나19 이후 2년 만에 재개됐다. ‘반함’은 애견인이라면 누구나 참여할 수 있는 축제로, 우리 대학 학우를 포함한 수많은 참가자가 반려견과 함께 다양한 프로그램을 즐겼다.이번 축제는 중앙 행사와 부스 프로그램으로 나뉘어 운영됐다. 중앙 행사는 △설채현의 개인 犬人(견인)상담소 △꾹꾹 힐링마사지 △OX퀴즈 △캐니크로스 △장기자랑 및 우리집 펫셔니스타 시상식 △짝꿍짝꿍 미션릴레이 순으로 진행됐다. 부스 프로그램에는 △견생네컷 △야바위 게임 △멍냥목걸이공방 △로프토이 만들기 △천연 탈취제 만들기 등이 준비돼 있었다.행사에 참여한 함승우 씨는 “잘 모르는 행사여서 큰 기대를 안 하고 왔는데 너무 재밌다”면서 “프로그램도 다양하게 많고 상품도 많이 탔다. 르미(함승우 씨 반려견)와 함께 즐거운 추억을 만든 것 같아 기분이 좋다”고 소감을 전했다.대형견 ‘모리’와 함께 ‘반함’에 온 오희라 씨는 ‘반함’ 행사에 어떻게 참여하게 됐냐는 질문에 “전에 참가했을 때 즐거웠던 기억이 있어 이번에도 왔다”며 “아주 재밌게 즐기고 있다”고 답했다. 그러나 “햇볕이 강한데 반려견에게 물을 줄 수 있는 곳이 따로 없는 것과 대형견의 참여가 제한되는 프로그램이 많은 점은 아쉽다”고 평가했다."
건국대학교,우리 대학 학생 홍보대사 건우건희가 지난달 24일부터 대면 캠퍼스 투어를 재개했다. 코로나19로 대면 캠퍼스 투어가 중단된 지 3년 만이다. 캠퍼스 투어는 오전과 오후 2차례 진행되며 1시간의 실내 캠퍼스 투어와 30분의 실외 캠퍼스 투어로 구성된다. 실내에서는 △우리 대학 소개 △건우건희 대사의 입시 수기가 진행되며 실외에서는 코스에 따라 학교를 구경하는 시간이 준비돼 있다.캠퍼스 투어 중 홍예교 위에서 기념 촬영하는 남양주 심석고등학교 3학년 학생들 (사진·이연우 수습기자)지난달 31일 오전에는 남양주 심석고등학교 3학년 학생들이 우리 대학을 방문했다. 이날 행사를 진행한 건우건희 소속 한민규 학우(문과대·미컴21)는 “3년 만에 캠퍼스 투어가 재개되며 실내 캠퍼스 투어 대본들도 다 리뉴얼을 했다”고 설명했다. 이어 “작년에는 온라인 캠퍼스 투어로 대체해 학생들과 직접적으로 소통할 수 없다는 아쉬움이 있었는데 (대면 캠퍼스 투어가 재개되며) 이렇게 대면으로 학생들도 만나고 제가 건국대학교를 직접 소개할 수 있어 기분이 좋다”고 소감을 밝혔다.이날 무더위 속에서 학교 곳곳을 둘러보던 심석고 A 학생은 “대학교를 실제로 보니 생각보다 넓고 시설도 좋았다”며 “건국대학교의 다양한 학과에 대해 알아볼 수 있어 좋은 경험이었다”고 전했다. 학생들을 이끌고 우리 대학 캠퍼스 투어를 찾은 심석고등학교 정우철 교사는 “학생들이 대학교를 체험해 볼 수 있었던 좋은 기회였고 대학교에 대한 꿈을 키워주는 프로그램에 참여해 뜻깊다”고 소감을 전했다.
건국대학교,"일감호에서 수영 중인 수중탐사부 안전요원. / 사진·조성재 기자오늘(27일) 3시부터 4시 사이 수탐쉽 행사 중 수중탐사부 소속 안전요원들이 일감호에 입수하는 이벤트가 진행됐다. 일감호에 들어간 안전요원들은 일감호 내 쓰레기 줍기 등 환경 정화 활동과 더불어 분실물 탐색 작업을 했다.일감호 바닥에서 수거된 녹슨 깡통. / 사진·조성재 기자수중탐사부는 46년 전통의 스쿠버 다이빙 중앙 동아리로 매년 약 20~30회 스쿠버 다이빙을 하고 있다. 또한 지난 1981년부터는 우리 대학 축제 기간에 일감호에 배를 띄우는 ‘수탐쉽’ 행사를 진행해 왔다. 이번 ‘일상회복맞이주간’에서는 총학생회와 함께 ‘수탐쉽, 일상을 띄우다’라는 부스 명으로 행사를 운영 중이다.일감호에서 수영 중인 수중탐사부 안전요원. / 사진·조성재 기자수중탐사부 이진현 안전담당자(수의대·수의19)는 “3년 만에 축제를 진행하게 돼 학우들의 기대에 부응하기 위해 안전요원들이 물에 들어가서 수영하는 이벤트를 기획하게 됐다”고 설명했다. 이 담당은 일감호 입수 후 “생각보다 물에서 냄새가 나지 않아 놀라웠다”고 소회를 밝혔다.호수 바닥에서 발견한 안전 차단봉을 안전요원이 들고 있다. / 사진·조성재 기자일감호에 입수한 또 다른 안전요원인 하정호 학우(문과대·국문19)는 “물이 더러워 남들이 들어가기 보통 꺼리지만, 생각보다 들어갈 만했고 의미 있었다”고 소감을 전했다. 이어 ""예상보다 쓰레기가 많았다“며 ”사람들이 더 이상 쓰레기를 투기하지 않았으면 좋겠다""고 말했다.안전요원들이 호수 바닥에서 수거한 폐기물. / 사진·조성재 기자"
건국대학교,"“2031 창학 100주년을 위한 비전 선포” 학원창립 91주년 기념학원창립 91주년 기념식. 유자은 이사장이 새천년관 대공연장에서 기념사를 발표하고 있다./사진·장경진 기자지난 12일 새천년관 대공연장에서 학원창립 91주년 기념식 및 비전 선포식이 열렸다. 행사는 △유자은 이사장의 기념사 △30년 및 20년 근속상 시상 △2021년도 산하기관의 경영성 발표 △산하기관별 창학 100주년 비전 발표순으로 진행됐다. 법인 임원 및 산하기관 임직원 등 500여 명이 행사에 참여했다.유자은 이사장은 상허 유석창 박사의 창립 33주년 기념사를 인용해 “애국애족 구료제민의 정신과 사명을 마음에 품고 명문 사학의 전통을 계승해 미래에 더욱 찬란한 건국의 역사를 세우는 것이 우리의 사명임을 여러분과 함께 다짐하고자 한다”고 전했다.시상에서는 문과대학 영어영문학과 안희돈 교수 등 총 34명이 30년 근속상을, 기획처 혁신지원사업센터 손대중 센터장 등 총 66명이 20년 근속상을 수상했다.이어진 비전 선포식에서는 법인 산하기관별 비전을 공유했다. 대내외 환경 분석 및 발전계획 체계 등 지속가능한 경영을 위한 목표와 전략을 발표했다.  “도전과 혁신의 물살을 타고 도약할 시기” 개교 76주년 기념식개교 76주년 기념식. 전영재 총장이 시상을 하고 있다./사진·김창우 수습기자지난 13일 학생회관 프라임홀에서 개교 76주년 기념식이 개최됐다. 행사에는 교무위원을 비롯한 교수와 학생, 직원 등 200여 명이 참석했으며, △전영재 총장의 기념사 △대학 성과영상 시청 △시상(학술상, 연구공로상, 교육상, 공로상(부서), 모범상, 건국목련상) 등이 이뤄졌다.전영재 총장은 “7대 발전영역과 83개 실행과제를 통해 2025년까지 세계 100대 대학 진입을 위한 기반 구축이라는 목표를 달성하도록 하겠다”며 “구성원 모두가 소통과 상생, 협력할 수 있는 환경을 조성하기 위해 모든 지원을 아끼지 않겠다”고 말했다.학술상, 연구공로상 등을 포함한 수상자 명단은 우리 대학 공식 홈페이지에서 확인할 수 있다."
건국대학교,"코로나19 이후 일상으로 돌아가기 위한 회복이 가속화되고 있는 가운데 우리 대학 내에서도 2년여 만에 대면 축제가 열린다. 총학생회 〈REBOOT〉는 오는 25일부터 27일에 일상회복 맞이주간(일명 일맞주)를 개최할 예정이라고 밝혔다. 5월 정례 브리핑에서 조남철 총학생회장은 “코로나19로 인해 침체된 건국대학교의 문화를 살리기 위해 기획된 행사”라고 일맞주 개최 이유를 밝히며 “코로나19 상황에 맞춰 외부인 출입이 자유롭게 가능했던 (과거) 대동제와 달리 오직 건국대학교 학생으로만 이루어진 우리들만의 축제를 계획 중”이라고 설명했다.일상회복 맞이주간 참여 부스를 모집하는 총학생회 〈REBOOT〉 (사진·총학생회 〈REBOOT〉 인스타)이번 일맞주에서는 종식되지 않은 코로나19 상황을 감안해 푸드트럭을 제외한 음식 제공은 금지되고 연예인 초청 또한 이뤄지지 않는다. 대신 우리 대학 학우로 구성된 스포츠팀, 공연팀이 준비됐으며 이 밖에도 다양한 행사가 준비돼 우리 대학 재학생들 누구나 즐길 수 있는 축제가 될 전망이다. 총학생회 측은 “일맞주는 △부스 △공연 △스포츠 △푸드트럭 △노천극장 콘텐츠로 구성될 예정”이라고 전했다. “부스 운영의 경우 총학 주관 부스와 학우 신청 부스로 구성될 예정이며 공연은 황소상과 경영관 앞의 간이 무대에서 진행된다”고 밝혔다. 이어 “‘KU챔피언스리그’ 축구 대회를 개최해 학우들이 경기에 참여하거나 관람할 수 있도록 할 계획”이라고 설명했다.이번 행사를 기획한 소감에 대해 “오랜만에 진행되는 대면 행사인 만큼 그 의미가 크다고 생각하고 보람을 느끼며 준비하고 있다”고 전하며 “많은 분들이 기대해 주시는 만큼 최선을 다해 준비할 테니 많은 관심을 부탁드린다”고 덧붙였다."
건국대학교,우리 대학 동물병원이 90일간의 리모델링 기간을 거쳐 5월 3일 재개원식을 마쳤다.4월 26일에 준공된 이번 리모델링을 통해 기존 동물병원의 노후화를 비롯해 △동물병원 내부 구조상 동선의 복잡함 △석면으로 된 천장 △냉·난방기 고장 등의 문제를 개선했다. 동물병원 원무행정실의 박종학 실장은 “최근 반려동물을 키우는 인구가 증가하며 동물병원을 찾는 보호자가 많이 늘어나는 추세에서 학교의 지원과 동물병원의 적립금을 활용해 시기적절하게 리모델링이 이뤄지게 됐다”고 밝혔다.새롭게 리모델링해 변화한 우리 대학 동물병원의 외관과 내부 (사진·박혜준 기자)이번 리모델링을 통해 동물병원을 방문하는 보호자와 환축이 가장 먼저 마주하는 병원 로비를 정돈한 것은 물론 동물병원에서 중요하게 사용되는 산소공급기가 새롭게 도입돼 치료 시 산소 공급이 안정적으로 이뤄질 수 있게 됐다. 특히 △고양이 전용 대기실 △메모리얼 룸을 신설함과 동시에 기존의 진료실 및 수술실도 이전과 비교해 크게 개선했다. 수의학관 외벽의 동물병원 간판 서체 또한 우리 대학 공식 서체로 재설치해 전체적인 통일감을 줄 수 있도록 만들어졌다.박 실장은 “리모델링을 통해 깨끗하고 훌륭한 동물병원 시설을 갖추게 됐다”며 “수의사들도 보다 편안하게 진료활동을 할 수 있고 우리 대학의 자랑할 만한 시설로서 학교를 홍보하는 긍정적인 효과도 기대할 수 있을 것 같다”고 전했다. 이어 “참관 수업을 진행하는 수의과대학 학우들이 트레이닝을 하는 교육 장소로도 잘 활용될 것 같다”며 기대감을 표했다.
건국대학교,지난 11일 제1학생회관 1층에서 총학생회 〈REBOOT〉의 첫 정례브리핑이 진행됐다. 이날 정례브리핑은 △공약 이행 보고 및 계획 △학우 질문 질의응답 순으로 이어졌다.정례브리핑을 진행하고 있는 총학생회 〈REBOOT〉 (사진·박혜준 기자)5월 공약 이행 보고 및 계획에서는 △기숙사 자치위원회 TF팀 △일상맞이회복주간 △중앙운영위원회 속기록 공개 △교내 입점 업체 학우 의견 조사 △해외탐방 및 문화탐방 재개 등 공약 이행 과정에 대한 설명이 이뤄졌다. 특히 코로나19 검사 부스 설치 공약에 대해서는 “코로나 상황 완화로 이행하지 않기로 했다”고 밝히며 “대신 각 단과대 학생회 측에 자가진단키트를 제공해 학우들의 학교생활을 돕겠다”고 전했다. 이후 이어진 질의응답에서는 미리 받은 학우들의 질문과 현장에서 나온 질문에 답변하는 시간을 가졌다. △계절학기 등록금 가격 문제 △ABS 방송 운영 재개 △교내 건물 24시간 출입 등의 의견에 관해서는 관계처와 긍정적으로 검토하겠다고 답했다.이날 정례브리핑이 끝난 후 조남철 총학생회장은 “첫 정례브리핑이라 준비를 많이 하고 신경도 많이 썼다”며 “아직은 현장에서 참여하시거나 질의해 주시는 학우분들이 많지 않았지만 앞으로 더 많은 학우분들이 관심을 가질 수 있도록 소통의 장을 계속 마련해야겠다는 생각을 가지게 됐다”고 소감을 전했다.
건국대학교,지난 4월 18일 자로 사회적 거리두기가 완전히 해제됨에 따라 MT를 가는 학과들이 증가하고 있다.거리두기 종료 시점에 맞춰 MT를 계획해 4월 말에 다녀온 의생명공학과 학생회는 “대면 체제로 전환되고 있는 시기 속에서 학과 내 소속감과 단합력을 끌어올릴 수 있는 학과 행사를 구상하던 중 거리두기가 해제돼 MT를 다녀오게 됐다”고 MT 개최 이유를 설명했다. 이어 “19년도 이후로 오랜만에 대면 MT를 진행하게 돼 학우분들끼리 친해질 수 있는 계기를 마련한 것 같아 기쁘다”며 “앞으로 코로나 상황이 더욱 완화돼 우리 대학 내 모든 학우가 즐겁게 대학생활을 누릴 수 있었으면 좋겠다”는 바람을 전했다.MT를 다녀온 의생명공학과 학우들. 의생명공학과 MT는 지난달 30일부터 1일까지 양일에 걸쳐 진행됐다. (사진·의생명공학과 학생회 제공)학생회 주관 MT뿐만 아니라 과 학년 대표(이하 과대)가 직접 주선해 MT를 다녀오는 학과들도 있다. 정치외교학과 21학번 학생들은 지난 4월 초 과대 차원에서 MT를 진행했다. 행사를 주최한 김준형 학우(사과대·정외21)는 “저뿐만 아니라 21학번 동기분들이 MT를 가고자 하는 의지가 강했기에 ‘한번 가보자!’라는 생각으로 똘똘 뭉쳐 기획을 시작했다”며 “학과 학우들을 뵐 수 있는 기회를 마련하고 교류의 장을 함께하게 돼 기뻤다”고 밝혔다.MT에 참여했던 학생들도 긍정적인 반응을 보였다. 시스템생명공학과 MT에 참여한 21학번 A학우는 “고등학생 때부터 새내기 때까지 늘 상상하고 기대했던 MT를 드디어 즐겨볼 수 있어 너무 행복했다”고 소감을 전했다. 이어 “오랜만에 열린 MT에 새내기들부터 고학년 선배님들까지 참여해 주셔서 지금까지의 학년 간 모임과는 또 다른 즐거움을 느낄 수 있었다”며 “MT에서 새로운 학우들을 만나 친해지며 전보다 더욱 활발하고 화목한 학과 분위기가 형성됐다”고 소감을 전했다.
건국대학교,"고전음악감상실 내부 모습. 휴식을 취하고 있는 학우들의 모습이 보인다. / 사진·조성재 기자지난 5월 2일, 2019년 가을학기 이후부터 지금까지 굳게 닫혀 있던 고전음악감상실의 문이 열렸다. 고전음악감상실은 제1학생회관 2층에 있는 공간으로 학우들이 클래식 음악을 들으며 휴식을 취할 수 있는 공간이다.고전음악감상실 공간은 ‘고전음악감상실’이라는 학생들로 구성된 기구에 의해 관리되고 있다. 학우들이 쾌적한 환경에서 고전음악을 감상할 수 있도록 소속 요원들이 각자의 운영시간표에 맞춰 진행을 담당하고 있으며, 정기적인 청소 활동뿐만 아니라 고전음악감상실의 기재(△음향기기 △에어컨 △공기청정기)를 보수, 관리하기도 한다.한편 고전음악감상실은 다른 학교 시설물들보다 개방 시점이 늦었다. 이에 대해 고전음악감상실 김나연 실장은 “고전음악감상실이 운영되기 위해서는 기재를 어떻게 사용하고, 어떤 방식으로 운영해야 하는지, 그리고 요원들의 시간표는 어떻게 짤 것인지 등 준비해야 할 것들이 많았다”고 설명했다. 이어 “요원 대부분이 1학년 학생들로 구성돼 있고 실제 운영 경험이 있는 분들이 부족해 실질적인 교육에 있어 어려움을 겪었다”며 “시험 기간이 끝나자마자 바로 오픈하는 것은 무리가 있다고 판단해 1주일 정도의 준비기간을 가졌다”고 밝혔다.운영 요원으로 활동 중인 김희원 학우(상생대·식자22)는 “고전음악감상실에서는 클래식 위주의 음악과 함께 편안하게 쉴 수 있는 공간을 학생들한테 마련하고 있다”며 “오랜만에 개방돼 굉장히 즐겁고 많은 학생이 이용할 수 있도록 노력하겠다”고 말했다.고전음악감상실은 월요일에서 목요일까지는 10시에서 16시까지, 금요일에는 10시에서 15시까지 운영되고 있으며 △방학 △주말 △공휴일은 휴관이다. 김 실장은 운영시간에 대해 “아직까지 많은 학우분이 비대면 수업을 하는 경우가 많아 이용 인원이 예전에 비해 적기도 하고, 요원들의 수도 2019년도에 비해 적어 이렇게 운영되고 있다”면서도 “다음 학기에는 변동될 수도 있긴 하다”고 전했다."
건국대학교,"지난달 18일부터 22일까지 2022학년도 1학기 중간고사가 실시됐다. 이번 중간고사는 코로나19 확산 이후 처음 전면 대면을 원칙으로 진행됐으며, 교수 재량에 따라 비대면을 일부 허용했다. 이에 <건대신문>에서 우리 대학 구성원들을 만나 대면과 비대면이 혼용 운영된 이번 중간고사에 관한 의견을 들어봤다.대면 시험을 선택한 교수와 비대면 시험을 선택한 교수, 어떤 점이 달랐을까?정성은 정치외교학과 강의 초빙교수(이하 정 교수)는 “매스미디어론” 강의의 이번 학기 첫 시험을 대면으로 진행했다. 정 교수는 “비대면으로 시험을 보면 어떤 방법을 써도 부정행위를 할 수 있는 여건이 만들어진다”며 “이를 알고 있음에도 공정성을 훼손할 여지를 주고 싶지는 않았다”고 대면 시험을 선택한 이유를 밝혔다. 대면과 비대면 시험 간 학업성취도에 차이가 있었는지를 묻는 질문에는 “비대면 시험 당시에는 오픈북으로 시험을 봤었기 때문에 점수로만 본다면 작년보다 떨어진 것이 사실”이라면서도 “더 중요한 건 비대면 시기를 거치면서 학생들이 얼마나, 어떻게 공부해야 하는지에 대해 어려움을 겪는 것”이라고 답했다. 정 교수는 “대면 수업을 통해 학생들이 내 강의를 잘 이해하고 있는지 확인해가며 수업해야 한다고 생각한다”며 앞으로도 대면 수업 위주로 강의를 계획하고 있다고 전했다.강철구 기계항공공학부 교수(이하 강 교수)는 “유공압시스템” 과목의 중간고사를 비대면 줌으로 진행했다. 강 교수는 “이러닝 과목으로 설정해 기본적으로 온라인 시험을 보게 됐으며 코로나19의 영향도 있었다”고 비대면 시험을 보게 된 계기를 밝혔다. 나아가 “비대면으로 하되 오픈북으로 봤기 때문에, 졸업 후 실제 산업현장에서의 문제해결 환경과 유사해 이 경험도 의미가 있다고 생각한다”고 전했다. 강 교수는 “녹화강의는 언제 어디서든 수강할 수 있어 학생들의 반응이 괜찮았다고 본다. 교수들 또한 강의가 기록으로 남아 더 철저하게 준비하는 측면이 있다”며 녹화강의에 대해 긍정적으로 평가했다. 이어 “학업성취도를 위해서는 녹화강의와 대면 수업을 적절히 섞어 강좌를 진행하는 게 좋을 것”이라고 덧붙였다.  학우들이 겪은 중간고사우리 대학 경제학과에 재학 중인 20학번 A 학우는 대면과 비대면 혼용 운영으로 불편을 겪었다. A 학우는 “대면 시험과 비대면 시험이 같은 날 30분 간격으로 이뤄졌다”며 “비대면 시험의 경우 줌으로 감독을 진행해 카메라와 마이크를 켜야 했는데 교내에 마땅한 공간이 없어 곤란했다”고 말했다.이번 중간고사에서 대면과 비대면 시험을 모두 치른 미디어커뮤니케이션학과 21학번 B 학우는 “솔직히 학생 입장에서는 비대면 시험이 준비할 게 적어 훨씬 편하고 좋다”면서도 “대면 시험을 보는 과목을 더 많이 공부하게 돼 제대로 배운다는 기분이 들었다”며 대면 시험을 통해 성취감을 느낄 수 있었다고 답했다."
건국대학교,"오는 8월 말 제1 민자기숙사(△비전홀 △프론티어홀 △드림홀)의 운영권 제공 계약이 만료된다. 만료 이후부터는 학교 법인 직영으로 전환돼 운영될 예정이다. 제2 민자기숙사(레이크홀)의 계약은 2030년까지로, 추후 재계약 여부와 관련해 밝혀진 바는 없다.쿨하우스는 민간자본으로 건립돼 시설물은 대학에 기부하고 일정 기간 민간이 운영권을 갖는 BTO(수익형 민자사업:Build-Transfer-Operate) 방식의 기숙사다. 제1 민자기숙사의 경우 학교 법인 건국대학교와 산은자산운용(2016.9.28. 신한BNP파리바자산운용으로 사원 변경)이 함께 설립한 ‘건국대학교기숙사유한회사’가 기숙사를 건립하고 운영권을 행사했다. 해당 운영권 계약은 2005년 15년을 약정으로 체결돼 당초 2020년 2월 말까지가 계약기간이었으나 채무 상환 여력 부족을 이유로 ‘건국대학교 기숙사 개발사업 실시협약서’에 근거, 2022년 8월까지로 계약기간이 2년 연장됐다.쿨하우스 한길수 관장은 지난 11일 본지와의 인터뷰에서 오는 8월 민자기숙사 재계약에 관해 “SPC(특수목적법인, ‘건국대학교기숙사유한회사’)는 8월 말 종료돼 이후 직영으로 전환될 예정”이라고 답했다. 민선기 행정실장은 직영 전환이 “대출 원리금 상환 등 기본적인 의무 이행을 전제로 한다”고 덧붙였다.기숙사비 인상에 대해서 한 관장은 “제1 민자기숙사의 경우 지난 2019년부터 비용이 동결돼 있었다”면서도 “레이크홀의 경우 처음 맺은 실시협약에 따라 계약기간인 2030년까지 매년 2.6%의 비용 인상이 있을 것”이라고 밝혔다. 제1 민자기숙사 기숙사비의 변동이 추후 있을 예정인지 묻자 민 실장은 “직영 전환 이후에는 학교 예산과 전체적으로 맞물려 가기 때문에 지금으로서는 구체적인 계획을 세울 수 있는 단계가 아니다”라고 답했다.한편, 전체 학우들을 대상으로 한 본지 설문조사 결과 민간 투자자와의 재계약에 찬성하는 학우는 2.8%에 불과한 것으로 나타났다. 반대 의견을 밝힌 73.3%의 학우들 중 94.9%가 재계약 반대 이유로 ‘타 대학과 비교했을 시 상대적으로 비싼 기숙사비’를 꼽았다."
건국대학교,사진·임가현 기자마스크를 낀 아이들이 화창한 하늘 아래 어린이대공원을 누비고 있다. 어느덧 서늘함은 가시고 낮이면 반팔 입기 좋은 계절이 됐다. 따뜻해진 날씨와 함께 녹음은 점점 우거지고 푸르른 들판 위 아이들의 동심도 우거진다.
건국대학교,"우리 대학 산림조경학과 학생들로 구성된 KUKU Bees팀(이하 쿠쿠비즈팀)은 세계 벌의 날을 맞아 지난 10일, 11일 양일간 학생회관 앞에서 부스를 운영했다. 쿠쿠비즈팀은 교내 Bee Garden 조성을 통해 벌들을 위한 서식지를 마련하고 벌에 대한 인식 확산 활동을 펼치며 사라져 가는 벌과 도시 생태계를 보호하기 위해 활동하고 있다.부스에선 △리플렛 배부 △벌 유형검사 △밀원식물 스탬프 투어 △꿀벌 쿠 포토존 촬영 등의 프로그램이 진행됐으며 활동 참여를 통해 벌 카드, 벌 거울과 같은 상품이 지급됐다.부스 방문자는 리플렛을 통해 쿠쿠비즈팀에 대한 정보와 벌의 중요성 및 부스 운영 취지를 알 수 있었다. 또한 벌 유형검사는 설문 응답에 따라 나타나는 본인의 성격을 주요 벌의 특징과 연결지은 결과를 받아봄으로써 다양한 종류의 벌 이야기를 들을 수 있었다. 부스 앞에는 우리 대학 마스코트인 쿠의 꿀벌 분장 포토존이 마련됐다. 부스 외에도 △행정관 △새천년관 △법학관 등 건물 앞에서 밀원식물에 대한 퀴즈를 풀고 스탬프를 찍는 프로그램인 밀원식물 스탬프 투어도 진행됐다.부스에 참여한 A 학우는 “귀여운 꿀벌 옷을 입은 쿠 마스코트가 눈길을 끌어 방문했다”며 “유형검사를 통해 자신과 벌의 특징을 교차해 이해하면서 벌에 대한 관심이 자연스럽게 생기는 것 같았다”고 전했다.한편 쿠쿠비즈의 활동은 산림청과 임업진흥원의 지원으로 진행되고 있는 산림조경분야 사회적경제 전문인력 양성사업의 일환으로 진행되며 사회적기업 어반비즈서울과 함께한다. 지금까지 △야생벌 스터디 △Bee Garden 조성 등의 활동을 했으며 △꿀벌의 먹이가 되는 밀원식물 지도 제작 △우리 대학 일상맞이주간 부스 운영을 계획하고 있다.학생회관 앞에 설치된 KUKU Bees 부스 / 사진·임가현 기자"
건국대학교,"우리 대학 산림조경학과 공간디자인연구실이 ‘탄소저감 환경보전형 유기농업과 유기자원 재순환 기술개발 사업’에 선정돼 오는 2026년까지 총 20억 원의 연구비를 지원받는다. 해당 사업은 농촌진흥청에서 진행하는 2022년 농업과학기술 연구개발사업의 일환으로 진행되며 국내 농촌 공간의 지속가능한 저탄소 유기농업 실현을 목표로 한다. 2050 탄소중립 선언에 따른 농업부문 탄소저감 이행수단의 확대 및 강화 요구로 2050 탄소중립 시나리오의 농축산분야 주요감축방안 내용인 유기농업 실현을 목표로 연구가 진행된다.공간디자인연구실이 진행하는 세부 과제는 ‘유기농업·농가의 환경성 등급 기준 및 평가체계 구축’으로 농촌 지역의 인문사회·생태물리적 환경성을 조사하고 종합적으로 평가하는 평가체계 구축을 최종 목표로 하고 있다. 이번 연구는 농촌 환경에 대한 보다 깊이 있고 종합적인 이해와 체계적인 연구 수행을 위해 교내외 연관 분야 교수, 기업 및 과학원과 함께 진행한다.공간디자인연구실의 안경진 지도교수는 “교내외 뛰어난 연구진 분들과 협력하게 돼 감사한 마음”이라며 “5년간의 연구 기간 동안 현장 조사에서부터 인식조사, 최종적으로 농촌 공간 환경성 평가체계를 구축하고 가이드라인을 제시하는 모든 과정에서 유기적이고 원활한 연구가 진행될 수 있도록 할 것”이라고 전했다. 또한 “이번 사업을 통해 유기농업의 공익적 기능과 지속가능한 농촌 환경의 구축에 기여할 수 있을 것으로 기대한다”며 소감을 밝혔다."
