,대학명,내용
10,서울시립대학교,"서울시립대학교 도시과학연구원 ‘서울의 도시미래인재양성 프로젝트’서울시립대학교(총장 서순탁)는 여름방학을 맞아 재학생을 대상으로 암스테르담 등 세계 대도시를 한 달 동안 탐험하는 기회를 마련, ‘서울의 도시미래인재 양성 프로젝트’(세계 대도시 탐험 프로그램, 이하 도시미인 프로젝트)를 추진한다.도시과학 전공 재학생 24명과 지도교수 6명으로 구성된 이번 세계 대도시 탐험대는 네덜란드 암스테르담과 싱가포르를 한 달 일정으로 탐험한다. 해당 도시 시청과 관계 기관에 방문해 인터뷰 등을 통해 해당 도시의 다양한 도시정책 등을 심도 있게 연구하고 서울시의 도시정책을 해당 도시에 소개할 계획이다.▲서울시립대 학생들이 암스테르담 시청을 방문해 시청 담당자에게 시의 역사, 정책, 현안 등에 대한 설명을 들었다.서울시(시장 오세훈)의 지원을 받아 진행되는 ‘서울의 도시미래인재 양성 프로젝트’는 도시과학 전공 학생들이 서울시의 해외 자매 우호 도시를 직접 발로 뛰면서 세계 도시의 정책을 연구하고 도시문제의 해법을 제시해 보는 교실 밖 학습의 장으로 2019년부터 운영됐다.서울시립대는 매년 서울시의 자매우호 도시 중 약 10여개 도시를 선정, 매 학기마다 약 36명의 학생들을 파견한다. 지난 2019년에는 런던을 비롯해 바르샤바, 울란바토르. 탈린 등 모두 13개 도시에 64명의 도시과학대 재학생을 파견한 바 있다.지난 7월 학생들의 지도교수로서 암스테르담을 다녀온 정석 교수(도시공학과)는 “도시미인프로젝트는 학생들에게 한 달이라는 짧은 기간이지만 지역을 느끼고 지역민들과 접촉하며 도시를 체감할 수 있는 좋은 기회를 제공했다”라며 ”암스테르담 시청에서 해당 도시의 소개를 들었고 학생들이 준비한 서울시의 교통정책을 발표하는 시간을 가졌다. 시청 관계자가 학생들의 발표를 주의 깊게 듣고 질문하는 모습을 보면서 학생들이 서울시와 자매도시 간에 교류 역할을 하고 있다는 인상을 받았다”고 했다.▲학생들이 암스테르담 시 구석구석을 누비며 도시 현장을 탐험하고 있다.이번 프로그램에 참여중인 문예담 학생(도시사회학과 22)은 “다른 도시를 경험한다는 것은 같은 도시 문제를 다른 방향으로 풀어가는 법을 보고 배우는 일이라고 생각한다. 남은 기간 동안 암스테르담 현장을 구석구석 누비며 서울을 바라보는 시각을 확장해서 돌아가고 싶다”고 말했다.서울시립대는 서울시의 미래 도시인재 육성을 위해 오는 겨울방학 기간에도 약 10개 도시에 학생들을 파견, 세계 대도시 탐험 프로그램을 지속적으로 추진할 예정이다."
11,서울시립대학교,"대학 간 공동강의제 도입, 학술교류, 학점교류 및 학생 교환- 2학기부터 공동강의 교안 개발 시범 추진(2개 교과목)- 겨울 계절 수업부터 학점 교류 및 학생 교환서울시립대학교(총장 서순탁)가 8월 4일 연세대학교(총장 서승환)와 대학 간 교육 자원을 개방, 공유하기 위한 업무 협약을 체결했다.주요 협정 내용은 ▴학술 교류 ▴학생교류 및 학점 교환 ▴교육과정 공동 개발‧운영 등이다. - 학술교류협정은 교직원의 상호 교류, 학생 교류 및 상호 학점 인정, 공동 연구 및 학술회의의 공동 개최 등의 내용이며, 학술교류협정은 5년 간 유효하며, 이후에는 별도 사유가 없는 한 매 5년마다 자동 연장된다. - 학생교류 및 학점교환 협약은 재학생의 교류와 학점 교환에 대한 내용이다. 협약서는 1년의 유효기간을 가지며, 별도 통지가 없는 한 매년 자동 연장된다. 학점교류를 통해 학생들은 타 대학의 문화와 공간을 체험하면서 인맥과 견문을 넓힐 기회를 갖는다.- 교육과정 공동 개발‧운영협약은 참여 대학의 전임교원 간 사적 네트워크를 활용한 상호 협의로 자율적으로 운영한다. 신규 교안개발 시 해당 교과목 개설은 최소 3년(매 학년도 1회 이상)은 운영해야 하며, 수업은 대면수업(미러링 포함), LMS(실시간 원격수업, 동영상강의)등 방식으로 진행된다.이번 협약으로 미래역량 개발, 학생 수요에 기반한 유연한 학사제도인 ｢대학 간 교육과정 공동개발‧운영｣제도를 도입해 교육비용을 절감하고 교육의 질을 향상시켜 국내 대학의 경쟁력 강화에 기여할 전망이다.전문성, 소통, 창의에 중점을 둔 ‘T-Star형 인재’를 양성하는 서울시립대학교와 ‘공동체 정신을 지닌 혁신적 리더’가 인재상인 연세대학교는 국내 대학 간 공동강의제로 시대정신과 미래사회 발전을 선도하는 인재를 양성하고 학생들의 수업 선택권 다양화 등을 위해 적극 협력해나갈 계획이다."
12,서울시립대학교,"6월 28일부로 제로캠퍼스 선언- 서울의 대학으로써 일회용품 폐기물 저감을 위한 학생들의 캠페인 활동서울시립대학교(총장 서순탁)가 서울시에서 진행하는 ‘제로 웨이스트 서울 프로젝트’의 ‘제로 캠퍼스’로 선정되어 대학과 학생이 주체가 되어 캠퍼스 내 1회용품 사용을 줄이기 위한 활동을 하고 있다.코로나19에 따른 비대면 소비 문화 증가로 대학에서도 일회용품 폐기물이 대량으로 방출되고 있어 공립대로서 서울시립대는 우리 사회가 처한 환경 문제를 해결하기 위해 앞장서서 실천하고 있다.▲(좌) 제로 캠퍼스 구호를 선언하는 서울시립대학교 총학생회 모습 / (우) 제로 캠퍼스 구호를 부착하는 서울시립대학교 총학생회 모습서울시립대 총학생회는 6월 28일 제로캠퍼스 선언을 시작으로 일회용품 저감 구호를 부착하고 총학생회 집행부 플로깅을 추진하였으며, 7월 26일에는 전체 학생을 대상으로 플로깅을 진행하는 등 일회용품 저감을 위한 다양한 캠페인을 지속적으로 이어나가고 있다.▲(좌) 제로 캠퍼스 플로깅을 진행하는 총학생회 / (우) 제로 캠퍼스 캠페인 활동을 하는 서울시립대학교 학생들의 모습류창현 총학생회장은 “교내에서 줍기(플로깅), 다회용품 인증 SNS 이벤트 등을 통해 환경을 위해 작은 것부터 실천하는 마음을 갖자”고 강조했다.또한 “친환경 포럼을 개최해 서울시립대 학생들과 제로 캠퍼스의 효과를 극대화할 방법을 토론할 것이다.”라며 서울시립대학교 제로 캠퍼스에 대한 적극적인 의지를 표현했다."
13,서울시립대학교,"기계정보공학과 로보틱스연구실 대학원생과 학부생으로 구성된 UOS_Robotics 팀서울시립대학교 기계정보공학과 로보틱스 연구실 대학원생(박종훈, 윤석현, 최성모)과 학부생(사공의훈, 최정현, 임예은, 박정현, 김영민, 이용재, 이승헌)으로 구성된 UOS_Robotics(지도교수 황면중 교수) 팀이 26일, 선문대학교 아산캠퍼스에서 열린 2022 자율주행 로봇레이스 1차 대회에서 안전운행상을 수상했다.한국로봇학회(물류로봇연구회, 로봇학습연구회)가 주최하고 한국타이어앤테크놀로지㈜, 벨로다인 라이다, ㈜루미솔, ㈜모빌테크, ㈜오비고, ㈜모라이, 위고코리아, 엠엘솔루션이 후원한 이번 1차 대회는 서울대학교, 서울시립대학교, 선문대학교, 성균관대학교, 연세대학교, 한라대학교, 홍익대학교가 참가했다.본 대회는 다수의 자율주행 로봇플랫폼이 동시에 주행하는 상황에서의 레이스 경기로써 미션 기반의 타 자율주행대회와는 차별화 된 차선 변경, 추월 상황 등의 구현이 필수적이다. 학부생 중심으로 진행되는 대회로 올해는 11월에 2차 대회까지 치를 예정이다.▲시상 직후서울시립대 UOS_Robotics 팀은 결선에서 타 차량과의 충돌 없는 안정적인 주행으로 안전운행상(선문대학교총장상)과 상금을 받았다.▲시뮬레이션 대회 화면기계정보공학과 황면중 지도 교수는 “학생들이 전년도 대회에서는 추돌로 인해 레이스를 완주하지 못한 아쉬움이 있어, 올해는 추월 과정에서의 안정성에 비중을 두고 대회를 준비했다. 기록 자체는 아쉬운 결과였지만, 충돌 없이 레이스를 마친 결과로 수상하여 기쁘다. 1차 대회의 경험을 바탕으로 학생들과 추가 연구를 진행하면서 2차 대회를 준비하겠다.”라고 소감을 밝혔다.▲상장이번 대회 참가는 교내 UOS T-Star 사업과 한국여성과학기술인육성재단(WISET)의 ‘여대학원생 공학연구팀제 지원사업(심화과정)’의 지원으로 이루어졌다."
14,서울시립대학교,"서울시립대 캠퍼스타운사업단, ㈜모두의연구소와 AI분야 실무 인재 양성에 앞장서울시립대학교 캠퍼스타운사업단(단장 이임평)이 오는 8월 1일부터 26일까지 ㈜모두의연구소(대표 김승일)와 인턴십·일자리 연계형 AI분야 인재 양성 프로그램인『2022년 서울시립대학교 캠퍼스타운형 취업사관학교』를 운영한다.신성장 산업에서의 우수 인재 취업을 활성화하고자 4차 산업 분야 관련 자원을 활용해 서울시립대와 타 대학 재·휴학생 100명을 대상으로 디지털 전환 인재, 4차 산업 기술 인재 양성 등 2개 과정으로 구성된 4차 산업 역량 교육과 2개월간의 인턴십 프로그램을 진행한다. 전 과정을 모두 이수하면 취·창업 연계를 지원할 예정이다.이번 교육은 AI혁신학교 아이펠(AIFFEL)로 국내 AI 발전과 인력 창출에 두각을 나타내고 있는 ㈜모두의연구소가 개발한 인공지능 학습 플랫폼을 활용해 진행된다. 도시과학빅데이터·AI연구소를 설립하고 2021년 AI·빅데이터 분야 디지털 혁신공유대학으로 선정되는 등 AI·빅데이터 분야를 선도하고 있는 서울시립대 소속 인공지능 분야 전문가의 특강도 제공된다.7월 29일 온라인 모집 설명회를 개최한 후 8월 1일 플립 러닝을 포함한 역량 면접 등의 교육을 시작으로 8일부터 26일까지 대면 집중 교육을 할 계획이다. 참가 신청은 서울시립대학교 홈페이지 내 창업 공지에서 하면 된다.이임평 서울시립대학교 캠퍼스타운사업단 단장은 “4차 산업 분야의 변화 속도에 맞춰 실력 있는 실무 인재를 길러내고 싶다.”라며“우수한 기업에서 인턴십을 진행하고 수준별 커리큘럼으로 내실 있는 교육을 진행하고자 한다.”라고 밝혔다."
15,서울시립대학교,"28일, 도시문제 해결 및 기후 변화 대응을 위한 업무협약 체결서울시립대학교(총장 서순탁) 공간정보공학과가 28일 국토지리정보원(본부장 사공호상)과 도시문제 해결 및 기후변화 대응을 위한 업무협약을 체결했다.주요 협약 내용은 ▴국가공간정보 제공 ▴국토위성영상 및 가공 정보 제공 ▴제공된 데이터를 활용한 연구 성과 공유 ▴연구활동 지원 등이다.서울시립대 정형섭 공간정보공학과장은 “서울시립대학교와 국토지리정보원의 협력은 국가공간정보를 공유·활용하여 도시문제 해결 및 기후변화에 적극적으로 대응할 수 있는 초석을 마련할 수 있다는 점에서 큰 의미를 지닌다.”고 밝혔다.협약식에는 서울시립대 서순탁 총장, 최윤수 도시과학대학장, 이임평 창업지원단장, 정형섭 공간정보공학과장과 국토지리정보원 사공호상 원장, 김혜원 기획정책과장 등이 참석했다."
16,서울시립대학교,"스타트업 대표와 4주간 전담 멘토링서울시립대학교 창업지원단(단장 이임평)과 캠퍼스타운사업단이 공동 운영한 여름계절학기 SI(Seoul Impact) 스타트업 인턴십 활동보고회가 25일 100주년기념관에서 개최됐다.‘SI 스타트업 인턴십’은 창업에 관심 있는 학생을 대상으로 스타트업 현장실습을 통해 창업을 준비하고 경험하는 기회를 제공하는 프로그램으로 이번 인턴십에는 총 13명의 학생이 참가했다.동대문구 청년UP플랫폼, 서대문구 창업지원센터 등에 위치한 10개의 실습기관에서 4주간 인턴십을 진행, 스타트업 대표와 전담 멘토링으로 창업 준비과정에 대한 궁금증과 실무 진행에서 생기는 애로사항 등을 해소했다.프로그램에 참여한 학생은 “방학기간 중 인턴십을 진행하면서 수업시간에 배운 내용을 실제 업무로 진행해보니 신기했다.”, “짧은 시간이었지만 인턴십 경험이 졸업 후 회사생활에 큰 도움이 될 것 같다.”고 소감을 전했다.이임평 창업지원단장은 “많은 학생에게 인턴십 기회를 제공하기 위해 방학마다 진행하는 인턴십 프로그램에 다양한 분야의 실습 기관을 모집하겠다.”라며 “코로나19의 어려움 속에서도 청년창업가를 발굴하기 위해 다양한 창업 지원 프로그램을 운영하겠다.”라고 밝혔다."
17,서울시립대학교,"기계정보공학과 로보틱스연구실 국제로봇경진대회 RoboCup 우승서울시립대학교 기계정보공학과 로보틱스 연구실 박종훈, 윤석현(석사과정) 연구원과 황면중 교수로 구성된 UOS_Robotics 팀이 7월 13일~16일 태국에서 개최된 RoboCup 2022 대회의 ARM(Autonomous Robot Manipulation) Challenge 부문에서 우승을 차지하였다.RoboCup은 1997년 시작된 대표적인 국제 로봇 경진대회로 올해는 전세계 45개국에서 3천여명이 넘는 참가자가 휴머노이드 로봇 축구, 자동화, 재난 구조 등 다양한 부문에서 실력을 겨뤘다.▲ 시뮬레이션 대회 화면서울시립대학교 UOS_Robotics 팀은 온라인으로 진행된 ARM Challenge에 참가했다. 이 부문에는 총 10팀이 참가해 예선을 거쳐 선발된 5팀이 결선에 진출했다.▲ 우승 발표 장면 (시상식 온라인 중계)MathWorks사가 후원하는 ARM Challenge는 실생활 환경을 모사한 가상 환경에서 주어진 물체를 인식하고 파지하는 과정에서 정확도를 평가했다. 서울시립대학교 UOS_Robotics 팀은 딥러닝을 활용한 정확한 물체 인식과 로봇의 기구학적 특성을 고려한 최적 자세의 파지 알고리즘을 적용해 좋은 성과를 냈다. 이번 대회 우승으로 내년 대회 출전 준비를 위한 $5,000의 연구지원금을 받는다.▲좌로부터 박종훈(석사과정), 윤석현(석사과정), 황면중 교수서울시립대 기계정보공학과 황면중 지도 교수는 “우리 대학원생들이 전공 수업과 연구 프로젝트를 통해 평소 로봇 모션, 비전, 제어, 학습 등에 대한 체계적인 연구를 진행한 것이 좋은 결과의 원동력이다. 올해는 이 부문이 온라인으로 진행되어 대회장에 직접 참석하지 못했지만 내년에는 오프라인으로 진행될 예정이라 학생들과 즐겁게 준비해보겠다.”라고 소감을 밝혔다."
18,서울시립대학교,"베트남 껀터시 지역 주민을 대상으로 해외원격봉사- ESG 및 국제협력 프로젝트 기획법 등 다양한 교육 병행서울시립대학교(총장 서순탁)가 14일 100주년기념관에서 ‘제2기 하계 온라인 해외봉사단 프로그램 발대식’을 개최했다.발대식에서는 온라인 해외봉사단의 안전을 약속하는 선서와 활동 구호를 외치고 단원들의 각오가 담긴 영상을 시청했다.서울시립대학교는 한국대학사회봉사협의회의 대학 자체 개발 온라인 해외봉사 프로그램에 2회 연속 선정되어 활동비를 지원받았다.올 여름방학에는 해외 국제개발협력 전문기관인 열매나눔인터내셔널, 온라인 프로그램 전문가와 함께 국내에서도 내실 있는 해외봉사를 할 수 있도록 온라인 기반의 해외봉사 프로그램을 준비했다.이번에는 서울시립대학교 학생 25명과 베트남 학생 약 50명을 선발해 베트남 껀터시 Pacific(Thái Bình Dương) school과 껀터시 지역주민을 대상으로 하는 봉사활동을 진행한다.해외봉사단원들은 여름방학 중 4박 5일 간 글로벌 기후변화 대응을 위한 다양한 활동을 기획하고 있다. 서울시립대학교의 이념인 ‘진리, 창조, 봉사’각 주제에 맞게‘주민 기후변화 인식개선 캠페인 진행’, ‘기후변화 대응 프로젝트 아이디어 경진대회’, ‘현지 학생들과의 문화교류’등을 할 예정이다. 이번 봉사활동에는 서울시립대학교 베트남 국적 학생들도 참여해 양국 간 문화 이해를 높였다.서순탁 총장은 “ESG가치가 시대의 새로운 흐름으로 대두됨에 따라 온라인 해외봉사단 활동은 세계 기후 변화에 대응하고 ESG 전문가가 되기 위한 초석을 다지는 계기가 될 것이다. 봉사에 적극적으로 참여함으로써 글로벌 기후변화 대응에 관심을 기울이길 바란다.”라고 했다."
19,서울시립대학교,"학생의 성장주기별 진로 역량 등을 고려해 진로 탐색 교육과정 개발- 신입생의 빠른 대학생활 적응 등 긍정적인 영향력 기대서울시립대학교(총장 서순탁)는 2022학년도 2학기부터 신입생을 대상으로 학생의 성장주기별 진로 역량과 수준을 고려해 맞춤형 진로 탐색 교육과정을 설계,개발한 ‘UOS미래디자인세미나’교과목을 운영한다.‘UOS미래디자인 세미나’는 최근 사회 변화 트렌드와 정부의 고등교육 정책 방향에 부응하고 대학교육 수요자 종합만족도 조사 결과에서 나타난 진로 탐색 및 계획 수립을 위한 교과 편성 및 확대 요구를 반영하고자 개설했다.신입생은 이 교과목을 수강함으로써 ‘삶과 진로의 의미 인식’, ‘미래의 직업세계 및 산업구조 이해’, ‘진로와 자기 이해’등 직무탐색 뿐만 아니라 진로설계,계획수립 등을 통해 향후 진로목표를 고려한 대학생활을 계획할 수 있다.모든 서울시립대 신입생이 대학생활에 빠르게 적응하고 자신만의 진로 설계 역량을 함양할 수 있도록 2022학년도 2학기에는 ‘UOS미래디자인세미나’를 2022학번 신입생을 대상으로 한 교양선택 과목으로 운영하고 2023학년도부터는 교양필수 과목으로 변경해 운영할 예정이다."
20,서울시립대학교,"국토·도시 분야 아시아 유일 SSCI 학술지- 2021 학술지인용지수 3.012, 도시 분야 학술지 중 상위 50% 진입- 3년 내에 SSCI 도시 분야 10위권의 국제저명학술지 목표서울시립대학교(총장 서순탁)와 (사)대한국토·도시계획학회(회장 김찬호)가 공동 발간하는 국제학술지 도시과학국제저널(International Journal of Urban Sciences: IJUS)이 2022년 학술지인용보고서(Journal Citation Reports: JCR)에서 인용지수(Journal Impact Factor: JIF) 3.012를 받으며 도시 분야(Urban Studies) Q2에 진입하는 성과를 이루었다.학술지인용보고서(JCR)는 인용지수(JIF)를 포함하여 학술지의 세계적인 인지도와 영향력을 평가하는 보고서로 미국 클래리베이트 애널리틱스(Clarivate Analytics)사가 매년 6월 말에 발표한다.IJUS는 2019년 12월 최초로 SSCI에 등재된 이후 3년 만에 인용지수 3을 넘김과 동시에 SSCI 도시 분야 등재지 중 상위 50%에 해당하는 Q2에 처음 진입했다.IJUS는 2019년 인용지수 1.831, 도시 분야 Q3로 신규 진입했으며, 2020년에는 인용지수 2.242, 그리고 2021년에는 인용지수 3.012로 도시 분야 학술지 중 Q2로 진입하면서 매년 지속적인 성장세를 보이고 있다.올해 발표된 JCR에 따르면, IJUS에서 2020년에 발간된 논문 중 인용도가 가장 높은 논문은‘코로나19가 도시와 지역에 미치는 영향’, ‘미래 도시 교통 수단의 가능성’, ‘데이터를 이용한 스마트 도시계획과 지속가능한 발전’에 관한 논문이었다. 한편, IJUS에서 발간된 논문 중 역대로 인용수와 열람수가 가장 높은 논문은 하버드 대학교 페인슈타인(Susan S. Fainstein) 교수가 쓴 ‘정의로운 도시’다.IJUS 편집위원장인 서울시립대 도시공학과 강명구 교수는 “세계적으로 저널 간의 경쟁이 치열해지고 코로나19로 국제적인 활동이 어려운 상황에서도 IJUS의 인용 영향력이 지속적으로 상승하는 것은 IJUS의 국제적 인지도가 많이 상승했다는 것을 의미한다. 이번 SSCI 도시 분야 Q2 진입을 시작으로 3년 내에 국토·도시 분야에서 세계 10위 안에 드는 저널로 성장시키는 것이 목표”라고 말했다.IJUS는 국토·도시분야 아시아 유일 SSCI 등재지로, 1997년 서울시립대학교에서 도시공학과 강홍빈 교수 주도로 창간하였다. 2011년 당시 편집위원장이었던 도시행정학과 서순탁 교수의 주도로 본격적인 국제저널로 도약하기 위해 인문학 및 사회과학 분야 세계 최대 규모의 학술 출판사인 라우트리지(Routledge)를 통해 출판을 시작하였고 (사)대한국토·도시계획학회와 공동으로 발간하고 있다.(IJUS 홈페이지: https://www.tandfonline.com/journals/rjus20)"
21,서울시립대학교,"서울시립대학교 법학전문대학원(원장 이상경)이 산업부와 한국표준협회가 국내 기업의 디지털 통상 대응 역량 강화를 위해 공모한 ‘2022년 대학 디지털 통상 전문강좌 지원사업’에 최종 선정됐다.이에 따라 서울시립대는 디지털 통상 전문 인재 육성을 위한 사업비로 5개 내외 강좌가 선정되어 사업비를 지원받게 되었다.사업 책임자인 서울시립대 법학전문대학원 김대원 교수는 “본 디지털통상과 국제법의 목적이 디지털 무역규범의 발전과정과 주요내용을 숙지하고, 향후 디지털기술로 인한 국제무역의 발전방향도 평가하는 것”이라 말했다.특히 ‘디지털 기술’ 또는 ‘국제통상’에 특화된 인력은 각 학과에서 자체 양성되고 있지만 이 두 가지 주제를 연계한 교육이 필요하다고 판단해 2022년 2학기부터 개설했다. 이는 서울시가 설립한 본교의 ‘도시’ 특화 교육 특히, ‘스마트도시’, ‘도시빅데이터’ 등을 위한 다양한 디지털기술 등에 관련된 교과로 발전시킬 수 있을 것이라고 전망했다."
22,서울시립대학교,"7월 5일부터 8월 25일까지 매주 화,목요일 법학관에서 진행- 노숙인 특화 인문학 교육 강좌 사업 ‘소통 공존 치유의 인문학'서울시립대(총장 서순탁) 도시인문학연구소가 7월 5일부터 8월 25일까지 매주 화, 목요일 법학관에서 2022 서울시 희망의 인문학 심화과정 <소통 공존 치유의 인문학> 을 개최한다.노숙인을 위한 희망의 인문학 과정은 서울시가 10년 만에 재개한 사업으로 기본과정과 심화과정으로 나뉜다. 서울시립대학교 도시인문학 연구소는 ‘소통 공존 치유의 인문학’이라는 제목으로 2022 심화과정 사업을 수주(총 사업비 1억 3천, 연구책임자 이현재 교수)했다.노숙은 전형적으로 도시에서 나타나는 삶의 유형이다. 보건복지부의「2021년도 노숙인 실태조사」에 따르면 서울을 포함한 수도권의 노숙인은 전체 노숙인의 48.4%(4,331명)을 차지하며, 시설이 아니라 거리에 머무르는 노숙인의 74.6%(1,1189명)가 수도권에 집중되어 있다.서울시립대 도시인문학연구소는 노숙인 특화 인문학 교육 강좌 사업인 <소통 공존 치유의 인문학>을 진행하여 노숙인의 자존감과 자신감을 높이고 몸과 마음을 치유해 시민으로서의 소속감과 연대감을 강화하고자 한다. 그동안 도시인문학연구소가 개척해온 도시인문학의 성과를 서울시민에게 대중적으로 확산시키는 기회이기도 하다.이번 과정에는 초기 노숙인, 일자리 노숙인, 만성 노숙인, 저소득층 시민 등 총 128명이 참여한다. 각 프로그램은 별자리, 꿈자리, 빛자리 반으로 나누어 진행하는데 ‘~자리’라는 명칭은 일반적으로 노숙인이 도시 안에 자신만의 공간(자리)을 중시한다는 특성에서 차용해 지금 여기에서 인생의 자리를 마련하기를 바라는 마음을 담았다.강좌는 서양철학, 동양고전, 역사, 문화·예술, 글쓰기 및 스토리텔링 등으로 진행되며 서울시 역사 명소 탐방과 영화감상, 즉흥연극 등이 체험학습으로 준비되어 있다. 마지막 특강은 삶의 문제를 의료, 연극, 그림으로 풀어보는 시간이 될 예정이다.참여자의 글쓰기 작품은 따로 묶어 책자로 제작하고 우수작은 심사를 거쳐 포상할 계획이다. 수료식은 8월 25일에 열리며 60%이상 출석자에 한해 수료장을 수여할 예정이다.이 과정은 서울시립대 도시인문학연구소가 주관하고 서울시가 후원한다.<서울시 희망의 인문학(심화과정)>2022년 7월 5일 ~ 8월 25일 / 서울시립대학교 법학관※ 오전반(10시~12시) : 별자리1반 · 꿈자리1반 · 빛자리1반 ※ 오후반(13시~15시) : 별자리2반 · 꿈자리2반 · 빛자리2반 ※ 체험학습은 각 1반, 2반 통합 운영 월일정별 구분별자리반법학관 320호강의 제목꿈자리반법학관 321호강의 제목빛자리반법학관 116호 강의 제목75화기본강좌 ①송종서(성균관대)  동양고전으로 읽는 관계의 인문학 논어로 읽는 자아와 사회 조은평(상지대)  서양고전으로 보는 참여와 상생의 인문학플라톤과 함께 하는 삶과 철학구태환(한양대)  동양철학으로 체험하는 치유의 인문학공자 : 자기 삶과 사회의 주인이 되다7목기본강좌 ②맹자로 읽는 정의와 공동체랑시에르의 <무지한 스승>과 새로운 관계장자 : 다양한 시선으로 세상을 보다12화기본강좌 ③노자 및 장자로 읽는 인생과 자유니체로 읽어보는 영화 <안토니아동학 : 모두가 하느님이다14목체험학습 ①문묘 현장탐방 영화관람수운회관, 운현궁19화기본강좌 ④박종성(건국대)  문화·예술로 생각하는 소통의 다채로움 동화 읽으며 자아 찾기유인혁(서울시립대)  문화·예술로 상상하는 차이들의 공존 소설로 읽는 도시의 사랑법사미숙/이현수(독립예술가)  문화·예술로 느끼는 회복과 부활의 힘 자기표현 : 마음이 보이는 거울21목기본강좌 ⑤노래 들으며 자아 찾기영화로 만나는 도시의 반려종공감 : 인생을 그리는 지도26화기본강좌 ⑥영화 보며 자아 찾기디지털 게임으로 경험하는 참여, 협업, 경쟁협력: 함께 웃는 이웃28목체험학습 ②즉흥 연극 <OO을 부탁해>즉흥 연극 <OO을 부탁해>즉흥 연극 <OO을 부탁해>82화기본강좌 ⑦염복규(서울시립대)  역사로 생각하는 관계와 소통의 이야기한양도성의 어제와 오늘 속 나라와 백성의 관계유현상(경희대)  과학•기술과 경제, 그리고 인간적 삶과잉사회의 불안박은미(철학커뮤니케이션연구소)  인간관계에 대해 철학하기갈등의 문제에 철학적 성찰력 적용하기 4목기본강좌 ⑧서울 궁궐유적에 담긴 여러 가지 생각들경제 논리와 인간의 실존소통가능성을 높이는 좋은 생각을 하는 법9화기본강좌 ⑨청계천의 열림과 닫힘에 담긴 삶과 소통인문적 관점에서 본 현대과학의 전망세상과 나의 관계를 바라보는 연습11목체험학습 ③영화관람영화관람영화관람16화기본강좌 ⑩류순태(서울시립대)  관계와 소통에서 찾는 인생 후반전의스토리텔링시에서 발견한 관계와 소통에 관한 몇 가지 이야기김호경(어린이 철학교육·그림책 강사)  그림책에게 삶을 묻다그림책에서 당신을 만나다연효숙(연세대)  회고와 남은 반생(半生): 다짐을 위한 유서 쓰기 글쓰기 연습: 과거의 나와 미래의 나에게 말을 건다면?18목기본강좌 ⑪관계와 소통으로풀어보는 내 인생 이야기: 에세이 쓰기그림책이 손을 내밀어 공동체를 보는 에세이 : 내가 꿈꾸는 유토피아, 우리는 어떤 공동체를 희망할 수 있을까? 23화체험학습 ④글쓰기글쓰기글쓰기25목반별 특강별자리반 특강(미술평론가 조이한 “그림에 묻다) 꿈자리반 특강(독립예술가 사미숙/이현수“연극에 묻다”)빛자리반 특강(정신과 의사 손홍석“의학에 묻다”)<2022 서울시 희망의 인문학(심화과정)> 수료식 및 시상식  졸업여행 (자세한 장소와 일정은 추후 공지)"
