,제목,내용
10,도서관 소장 ‘삼한시귀감’ 광주광역시 유형문화재 지정,"전남대 도서관 소장 ‘삼한시귀감’ 광주광역시 유형문화재 지정신라말 ~ 고려말…현존 최고 시선집 시문학의 정수 담은 보물급 고문헌 전남대학교 도서관(관장 장우권)이 소장하고 있는 '삼한시귀감(三韓詩龜鑑)'이 광주광역시 유형문화재로 지정됐다.'삼한시귀감'은 고려말 조운흘(趙云仡, 1332~1404)이 최해(崔瀣, 1287~1340)의 '동인지문오칠(同人之文五七)'에서 뛰어난 시를 뽑아 편찬한, 현전하는 가장 오래되고 완전한 형태의 시선집(詩選集)이며 시비평집이다.초간본(初刊本)은 현재 전하지 않고 1566년(명종 21) 순천(順天) 중간본(重刊本)도 국내외 단 2곳에 남아 있는 희귀본이다.전남대학교 도서관 소장본은 그동안 학계에 알려지지 않은 판본으로 중간본과 글씨체는 같으나 모양이 다르며 소장본의 오자(誤字)가 중간본에서는 상당수 수정되어 있다.광주광역시는 이 책이 조선 초기 출판문화를 살펴볼 수 있으며 남아 있지 않다고 알려진 초간본일 가능성이 높아 문화재로 지정될 가치가 충분하다고 지정 사유를 밝혔다. 또 문화재 지정과 함께 학술대회를 개최할 예정이며 이를 토대로 국가지정문화재(보물) 신청도 추진할 계획이다.4만 2천 여 점의 고문헌을 소장하고 있는 호남 최대의 고문헌 기관인 전남대 도서관은 기증과 위탁 등을 통하여 훼손 위험에 처한 호남지역 고문헌을 수집하고 있으며 이를 보존하기 위해 항온항습시설을 갖춘 수장고와 오동나무로 제작된 고문서함 등을 갖추고 있다. 또, 디지털화한 고문헌을 도서관 홈페이지를 통해 서비스 하는 등 연구자의 접근성 및 이용 편의성을 높여가고 있다. 고문헌의 가치를 높이기 위한 문화재 지정에도 힘써 지난 2020년 도은선생집(陶隱先生集)이 시유형문화재로 지정되었고 현재 문화재청에서 국가지정문화재(보물) 지정을 심의 중이다.장우권 도서관장은 “이번에 문화재로 지정된 '삼한시귀감'과 함께 기존에 지정된 '도은선생집'을 전시하고 도서관 홈페이지를 통해 원문을 제공할 예정”이라며 “역사적, 학술적 가치가 높은 자료들을 지속적으로 발굴하고 고문헌 전시 등을 통해 관련 학문 연구자 및 지역민과 소통을 확대해 나가겠다.”고 밝혔다.고문헌 기증이나 위탁, 그 밖에 고문헌과 관련된 궁금한 사항은 전남대학교 도서관 고문헌 자료실(530-3573)로 문의하면 된다."
11,전남대 지역전략산업 이끌 여성인재 양성 앞장,"전남대 여성과학기술인지원센터 지역전략산업 이끌 여성인재 양성 앞장광주시-한국여성과학기술인육성재단과 업무협약 AI강사, ICT분야 인턴 등 맞춤형 프로그램 오픈 전남대학교가 이공계 여성인재 양성 및 전문분야 진출 활성화를 위해 발 벗고 나선다.전남대는 7월 26일 광주광역시-한국여성과학기술인육성재단과 함께 3자 업무협약을 체결하고. 광주지역 이공계 여성인재 양성과 전문분야 진출, 성장을 위한 생태계 조성에 적극 나서기로 했다.협약기관들도 광주지역 여성 인적자원의 경쟁력 확보에 힘쓰는 한편, 광주광역시의 중점 미래전략산업 등에 이공계 여성 전문 인력의 진출을 활성화시키는데 힘을 모으기로 했다.이에 따라 전남대 여성과학기술인지원센터(센터장 한은미)는 ‘광주지역 이공계 여성 전문인력 양성’을 위한 프로그램 공동개발과 운영에 나서는 것은 물론, 취업, 커리어, 일자리 지원 등을 위한 정보와 자원을 공유하고, 기업·기관으로의 진출과 성장을 위해 필요한 인프라를 조성하는데 앞장서기로 했다.또 이를 위해 협약을 맺은 기관들과 함께 ▲AI콘텐츠 지도사 양성 ▲AI융합교육 전문강사 파견 ▲ICT 인턴 ▲취업역량 강화를 위한 산업별(AI, 모빌리티, 헬스케어) 취업캠프 등을 진행하기로 했다.이 가운데서도 ‘AI콘텐츠 지도사 양성과정’은 광주지역에 인력수요가 높은 전문 AI강사 및 콘텐츠 제작·기획자를 발굴, 양성하는 전문 직업훈련 과정으로, 이론 및 실습훈련을 받을 수 있어 수요가 많을 것으로 기대된다.김은일 전남대 부총장은 “AI 중심도시인 광주지역의 여성 전문인력 활용을 확대하기 위해 광주시, 한국여성과학기술인육성재단 뿐 아니라 지역 관련 기관 및 산업체와도 긴밀히 협력해 나갈 것”이라며, “더불어 내년에 착수하게 될 ‘지역 이공계 미취업/경력단절 여성 지원사업(R-STATION)의 지역 운영에도 적극 협력하겠다.”고 말했다. ※ 사진 왼쪽부터 김광진 광주광역시 문화경제부시장, 안혜연 한국여성과학기술인육성재단 이사장, 김은일 전남대학교 부총장"
12,조진형 전남대학교치과병원장 대학발전기금 2천만 원 기부,"조진형 전남대학교치과병원장 대학발전기금 2천만 원 기부 전남대학교치과병원 조진형 병원장이 7월 22일 전남대 발전 기금 2천만 원을 기부했다.조진형 치과병원장은 기부금을 전달하며 “개교 70주년을 맞아 기부를 결심했다.”며 “대학의 발전에 조금이나마 도움이 되었으면 한다.”고 말했다.이에 정성택 전남대 총장은 “병원장님은 항상 본인보다 학교를 생각하시는 분으로 동료와 후배들에게 선한 영향력을 주고 계셔서 언제나 자랑스럽게 생각한다.”며 “오늘의 기부는 병원장님의 재능과 가치의 기부나 진배없다.” 며 감사의 뜻을 전했다. 조진형 병원장은 1997년 전남대 치과대학을 졸업하고, 동 대학원에서 석·박사 학위를 취득한 동문이다. 전남대학교치과병원 진료부장, 치과병원 기획부장을 역임했으며, 올해 3월 제7대 전남대학교치과병원장에 취임해 지역민들에게 맞춤형 치과 진료 서비스를 제공하고 있다. 고액 기부자 모임인 광주사회복지공동모금회 광주 아너 소사이어티 115번째 회원으로서 지역사회에 나눔을 적극 실천하고 있다."
13,전남대 여수캠퍼스 27일 ‘생명나눔 헌혈캠페인’,"전남대 여수캠퍼스 27일 ‘생명나눔 헌혈캠페인’9월 28일, 10월 26일도 헌혈증서도 기부 받아전남대학교 여수캠퍼스가 7월 27일 개교 70주년을 기념해 ‘손에 손 잡고 생명 나눔 헌혈캠페인’을 개최한다. 이 캠페인은 9월 28일과 10월 26일에도 진행될 예정이다.이날 헌혈은 대한적십자사 광주전남혈액원 이동헌혈 차량이 오전 10시부터 오후 4시까지 여수캠퍼스를 방문해 이뤄지는데, 체온 측정, 마스크 착용, 손 소독 등 방역수칙 속에서 진행된다.헌혈은 만 16세 이상 69세 미만 시민이면 누구나 참여할 수 있다. 희망자는 반드시 주민등록증이나 운전면허증, 여권 등 신분증을 지참해야 한다. 헌혈 전날은 음주를 하지 않아야 하고, 최소 4시간 이상 숙면과 함께 당일 아침식사도 꼭 해야 한다.헌혈 참여자에게는 헌혈증과 소정의 기념품이 제공되며, 간 기능 검사와 B형 · C형 간염검사를 포함한 11종의 혈액검사도 받을 수 있다.여수캠퍼스는 헌혈캠페인과 함께 헌혈증서도 기부 받아, 오는 12월 여수캠퍼스와 협약을 맺고 있는 여수전남병원과 제일병원에 전달할 예정이다."
14,김영철 교수(의대) 대학발전기금 5천만 원 쾌척,"전남대 김영철 교수 대학발전기금 5천만 원 쾌척 전남대학교 김영철 교수가 7월 20일 학교발전기금으로 5천만 원을 쾌척했다. 이날 발전기금 전달식에는 김 교수를 비롯해 의과대학 호흡기내과 임성철 교수와, 권용수 교수도 함께 자리했다.전남대 김영철 교수(의과대학)는 “교단에 선 지 27년이라는 시간이 흘러 정년을 5-6년 앞두고 있는데, 지금이라도 대학발전을 위해 동참하게 돼 기쁘다.”며 “제 기부가 촉망되는 젊고 패기 넘치는 후배 양성에 도움이 되고, 모교 발전에 밑거름이 되었으면 한다.”고 말했다.이에 정성택 전남대 총장은 “김영철 교수는 화순전남대병원이 세계적 수준의 전문의료센터로 발돋움 할 수 있도록 호흡기내과 수준을 한 단계 올려놓았다.”며 “환자 치료 뿐 아니라 후배들을 위해서도 힘써 주신데 대해 감사하다.”고 화답했다. 김영철 교수는 1987년 전남대 의대를 졸업하고, 동대학원에서 석사, 박사 학위를 취득했다. 이후 1995년부터 지금까지 의대 호흡기내과 교수로 재직 중이다. 그동안 전남대병원 전산실장, 화순전남대병원 교육연구실장, 임상시험센터장, 전남지역암센터 소장, 의과대학 부학장 등을 역임했고, 2021년에는 대한폐암학회 이사장직을 수행하며 폐암 검진 및 치료를 위한 정부와의 협력을 통해 국민 건강 향상에 기여하고 있다. 지난 3월에는 민간공공협력 결핵 관리사업의 전남권역의 책임자로서 환자 진료와 관리, 의료진 교육, 진료협력체계 수립 등에 공헌한 공로로 ‘제12회 결핵 예방의 날’을 맞아 대통령 표창을 받기도 했다. "
15,고광일 목포한국병원 병원장 전남대 발전기금 2천만 원 기부,"고광일 목포한국병원 병원장 전남대 발전기금 2천만 원 기부 고광일 목포한국병원장이 7월 19일 전남대학교에 발전기금 2천만 원을 기부했다. 기금 전달식에는 고광일 병원장 겸 의대 총동창회장을 비롯해 수석부회장인 서해현 서광병원 원장, 정영도 의과대학장이 함께 참석했다.고광일 병원장은 “의과대학에서 故 윤한덕 국립중앙의료원센터장을 기리는 공간을 마련한다는 소식을 듣고 기부하게 됐다.”며 “앞으로 모교 발전을 위해 의과대학 동창회장으로서, 또 전남대인으로서 힘닿는 데까지 노력하겠다.”고 말했다.정성택 전남대 총장은 “오늘의 뜻깊은 결정은 의과대학 뿐 아니라 미래세대에게 꿈과 희망을 주는 기부”라며 “기부금은 병원장님의 뜻에 맞게 소중히 사용하겠다.”고 화답했다. 고광일 병원장은 1980년 전남대학교 의과대학을 졸업하고, 동 대학원 석·박사 학위를 취득한 동문이다. 1988년 한국병원을 개원하고, 2015년 대표원장에 취임한 이래 지금까지 지역민들에게 선진화된 의료서비스를 제공하는 건강주치의 역할을 하고 있다. 지난 5월에는 의과대학 동창회 제31대 회장에 취임해 모교와 동문을 잇는 가교 역할을 하는 등 모교 사랑을 실천하고 있다. 목포한국병원은 현재 20개과 80여명의 전문의로 구성된 전남지역거점 의료기관으로, 2000년 8월 전라남도 권역응급의료센터로 지정받은 바 있다."
16,전남대 CCTV 840대 추가설치 등 통합경비시스템 고도화 ‘착착’,"전남대 CCTV 840대 추가 설치 등 통합경비시스템 고도화 ‘착착’건물 83개동, 대운동장, 광장 주변 등 고화질 지능형 영상감시시스템 설치도 상황실도 도서관 별관(백도) 확장 이전 전남대학교가 학내에 840대의 고화질 CCTV를 추가 설치하는 등 통합경비시스템 고도화를 착착 진행하고 있다.전남대는 지난해부터 캠퍼스 재난, 안전사고, 범죄 대응을 위한 ‘통합경비시스템 고도화’에 나서 광주캠퍼스 건물 83개 동과 대운동장, 5.18광장 등 건물 외곽지역에 500만 화소의 CCTV 840대 설치를 방학 중에 마칠 계획이다.특히 캠퍼스 교차로, 진입로, 안전 취약구역에는 800만~1200만 화소의 지능형 영상감시시스템 30대를 설치한다. 이 시스템은 CCTV 카메라로부터 전송된 비디오 영상을 실시간 분석해 관리자가 위험하다고 판단되는 사람이나 차량을 지정할 경우 움직임을 감지해 추적하는 기능을 갖고 있다.이와 함께 전남대는 캠퍼스 내 안전 취약지역에 안심라이트와 CCTV를 갖춘 ‘일체형 외곽비상벨’을 광주캠퍼스에 33대, 여수캠퍼스에 10대를 설치한다. 화재 마스크, 구조 손수건 등이 담긴 ‘인명구조 보관함’도 광주와 여수 캠퍼스에 각각 10씩 비치하며, 횡단보도 LED조명, 모바일 출입관리시스템 등도 오는 10월까지 확대 설치키로 했다.전남대는 이와함께 통합경비상황실을 광주캠퍼스 중심부인 중앙도서관 별관(일명 백도)으로 확장 이전해 효율적인 관제와 신속한 출동이 가능하도록 했다.전남대는 지금까지 광주캠퍼스 1600여대, 여수캠퍼스 290여대의 CCTV가 각각 설치돼 있었으나, 일부는 개별 관리되거나 화질이 떨어져 지난해부터 통합경비시스템 고도화를 계획해 왔다.한편, 전남대는 광주경찰청과 합동 범죄예방안전진단을 벌여 CCTV 설치 위치 등에 대한 자문을 받는가 하면, 광주북부경찰서와는 화장실 등 불법카메라 설치여부를 정기 점검하는 등 학생안전과 범죄예방을 위한 협력관계를 돈독히 해오고 있다."
17,"전남대, LINC 3.0 사업설명회 갖고 ‘출발’","전남대, LINC 3.0 사업설명회 갖고 ‘출발’전남대학교가 공유와 융합으로 미래 가치를 창출하게 될 ‘3단계 산학협력 선도대학 육성사업단(LINC 3.0)’ 설명회를 갖고 힘찬 첫걸음을 내디뎠다.전남대 LINC 3.0사업단(단장 민정준 · 의학과 교수)은 7월 7일~13일 모두 4차례에 거쳐 전남대학교 광주캠퍼스와 여수캠퍼스에서 LINC 3.0 참여학과 단과대학 부학장 및 개별 참여학과 학부(과)장, 전임교원 등이 참석한 가운데 ‘LINC 3.0 사업설명회 및 공청회’를 가졌다.LINC 3.0 사업은 미래사회 변화를 선도하는 ‘융합인재 배출’, 기술혁신을 통한 ‘기업가형 대학전환’, 산학연이 동반 성장하는 ‘공유·협업플랫폼 고도화’를 통한 글로벌 기술혁신선도대학을 목표로 운영된다.기술혁신 선도를 위한 공유·협업 가치창출을 위해 산학협력커넥티드센터 구축과 기업협업센터를 중심으로 기술이전·사업화, 글로벌 교류 및 대내외 산학연 협업을 추진할 예정이다.전남대는 교육부와 한국연구재단의 ‘3단계 산학협력 선도대학 육성사업(LINC 3.0)’의 ‘기술혁신선도형’으로 선정돼 6년간 최대 330억 원을 지원받게 됐다."
18,"전남대, 양향자 국회의원 초청 특강 성료","전남대, 양향자 국회의원 초청 특강 성료7월 15일 오전 10시30분 G&R 허브 세미나실 ‘과학기술 패권국가’ 강의로 반도체 산업 육성 필요성 강조 전남대학교(총장 정성택)는 양향자 국회의원(광주 서구을)을 초청해 특강을 개최하였다.전남대는 7월 15일 용봉캠퍼스 G&R 허브 세미나실에서 양향자 의원을 초청해 ‘과학기술 패권국가’라는 주제로 특강을 갖고, 반도체 정책 동향과 지역 반도체 산업 활성화 방안 등에 대해 듣는 시간을 가졌다.이날 특강에는 정부의 반도체 정책에 대한 대학 및 지역 청년층의 관심을 반영하여 70여 명의 공과대학, 자연과학대학 대학원생과 교직원, 창업동아리 출신 청년벤처기업 대표 등이 참석한 가운데 진행되었다. 양향자 의원은 “지금이 지역과 개인이 변신해야 하는 순간”이라며, “개인이든 지역이든 얻고자 하는 것이 있으면, 상대방이 주지 않을 수 없도록 준비해야 한다”라고 강조했다. 또한, “기술자의 품격이 격차를 만든다.”라며, 지역의 반도체 산업 발전을 위해 공정·화학·물리 등 반도체 관련 전 분야에 대한 지식과 함께 양심을 갖춘 인재를 양성해줄 것에 대학에 요청하였다. 강의 후 반도체 분야 정부 및 기업의 향후 투자 방향 등 청중 질의응답도 함께 이뤄졌다.양향자 의원은 광주 여자상업고등학교를 졸업한 뒤 삼성전자 연구보조원에서 시작하여 삼성전자 메모리사업부 상무에 오른 국회 내 대표적인 반도체 전문가로서 현재 반도체산업특별위원회 위원장을 역임하고 있다. "
19,여수캠퍼스 학생지원시설 지자체-대학 상생협력 모범사례로 만든다,"전남대 여수캠퍼스 학생지원시설 지자체-대학 상생협력 모범사례로 만든다부지 확정 ... 지역민 이용가능 한 다목적 시설도 조성 정기명 시장 “지자체-대학 공동발전 계기 될 것”전남대가 여수캠퍼스 학생들의 성공적인 대학생활과 맞춤형 미래설계를 위한 학생지원시설(학생성공홀, BTL 기숙사)이 여수시의 적극적인 지원약속으로 속도를 낼 전망이다. 특히 완공이후 지역민이 사용할 수 있도록 개방할 계획이어서 지자체-대학 상생협력의 모범사례로 평가받고 있다.학생들의 입학에서부터 취업까지 전주기 통합서비스를 지원하게 될 학생성공홀은 총 96억여원이 투입해 도서관 측면과 경사지에 들어서게 된다.오픈캠퍼스로 건축될 학생성공홀에는 지역민이 이용할 수 있는 다목적 시설도 마련돼 지역-대학간 상생협력의 상징이 될 전망이다. 500여명이 생활하게 될 BTL 기숙사는 소운동장과 정문 앞 경사지를 활용해 자연친화적 기숙사로 만들어진다. 투입예산만 260여억원이 들어간다.2024년 학생성공홀, 2025년 BTL 기숙사가 완공이 되면 인근에 위치한 학생회관, 도서관과 함께 학생활동의 중심 대표공간으로 자리매길 하게 된다.특히 학생 및 지역민의 캠퍼스 접근 및 진입이 획기적으로 개선되면서 캠퍼스 정주 및 유동인구 증가에 따른 정문 인근 지역 상권 활성화도 기대되고 있다.이를 위해 전남대는 학생지원시설의 성공적인 건립과 운영을 위해 인근 지역민을 대상으로 적극적인 의견 수렴과정도 진행할 예정이다.박복재 부총장은 “360억을 투입해 건립하게 되는 학생성공홀과 BTL 기숙사는 지역과 대학의 상생협력의 상징이 되도록 준비하고 있다. 특히 지역민이 활용할 수 있도록 시설을 개방해 지역주민들이 언제나 대학시설을 이용할 수 있도록 하겠다”고 말했다.정기명 시장도 14일 전남대 여수캠퍼스를 방문한 자리에서 “지역과 대학이 공동발전하기 위한 계기가 될 것이다. 지원할 수 있는 방안을 적극 검토해 지자체-대학 상생협력의 모범사례로 만들겠다”고 말했다."
20,전남대 정책대학원 지방자치 인재배출의 산실,"전남대 정책대학원 지방자치 인재배출의 산실강기정 광주시장·김병내 남구청장 등 제8회 지방선거서 당선인 23명 나와 지역 균형발전과 지방분권이 중요한 시점에 전남대학교 정책대학원(옛 행정대학원 포함)이 지방자치를 주도하는 다수의 인재를 배출하며 인재양성의 산실로 우뚝 자리매김하고 있다.전남대학교 정책대학원(원장 주정민)은 지난 6월 치러진 제8회 전국동시지방선거에서 졸업생 및 재학생 23명이 자치단체장과 지방의회 의원에 당선되는 쾌거를 거뒀다. 이들은 7월 1일부터 시작된 민선 8기 광주전남의 자치단체와 의회에서 활동하고 있다.이들 가운데 대표적인 인물에는 강기정 광주광역시장, 김병내 남구청장이 있다. 광주광역시의회에는 신수정 의원(북구)이, 기초의회에는 김수영 의원(서구) 등 12명이 입성했다. 전라남도에서는 전남도의회 서동욱 의원(순천시) 등 6명이, 기초의회는 백인숙 의원(여수시)이 들어갔다. 심지어 충청북도에서도 이수동 의원(영동군)이 기초의원으로 당선됐다.전남대 정책대학원은 1980년에 개교해 지방자치 시대에 필요한 다수의 인재를 배출해 왔다. 현재는 광주와 여수캠퍼스 두 곳에서 일반행정, 사회문화복지정책, 부동산 및 지역개발정책 등 3개 전공분야 석사과정에 166명이 재학하고 있으며, 지금까지 1,974명의 졸업생을 배출했다. 이들은 자치제 활동 이외에도 대부분 광주전남 지역 관공서, 기업, 언론사 등에서 지역발전에 힘쓰고 있다.주정민 정책대학원장은 “동문들과 끈끈하고 유기적인 관계를 바탕으로 지방분권 시대에 필요한 교육과 연구의 터전 역할을 하고 있다”며, “지속적으로 수준 높은 교육을 통해 지역사회 발전에 기여하는 인재양성의 요람으로 자리매김할 것”이라고 말했다.※ 전남대정책대학원 2022년 7월 1일 전국동시지방선거 당선인 현황□ 광주광역시 ▲강기정(행정대학원, 광주광역시장) ▲김병내(행정대학원, 남구 청장)▲신수정(정책대학원, 북구 제3선거구) ▲김수영(행정대학원, 서구 가선거구) ▲오광록(행정대학원, 서구 나선거구) ▲안형주(정책대학원, 서구 라선거구) ▲남호현(정책대학원, 남구 가선거구) ▲정창수(정책대학원, 남구 나선거구) ▲김건안(정책대학원, 북구 나선거구) ▲정달성(정책대학원 휴학, 북구 라선거구) ▲김형수(정책대학원, 북구 라선거구) ▲황예원(정책대학원 휴학, 북구 마선거구) ▲임종국(정책대학원, 북구 마선거구) ▲김태완(정책대학원, 광산구 마선거구) ▲은봉희(행정대학원, 남구 비례대표)□ 전라남도 ▲서대현(정책대학원 재학, 여수시 제2선거구) ▲서동욱(행정대학원, 순천시 제4선거구) ▲박선준(정책대학원 재학, 고흥군 제2선거구) ▲임지락(행정대학원, 화순군 제1선거구) ▲류기준(정책대학원 휴학, 화순군 제2선거구) ▲백인숙(정책대학원, 여수시 마선거구) ▲장은영(정책대학원, 전라남도 비례대표)□ 충청북도 ▲이수동(행정대학원, 영동군 가선거구)"
21,"전남대, 반도체 전문 인재양성 발 벗고 나서","전남대, 반도체 전문 인재양성 발 벗고 나서학부·대학원 미래형 학사제도 활용 연간 360명 양성…실무추진단 운영전남대학교(총장 정성택)가 미래 산업을 이끌어갈 반도체와 첨단분야 인재양성에 발 벗고 나선다.전남대는 정부의 반도체 산업 투자와 인력양성 지원계획에 맞춰 ▲학부과정과 석박사과정에 반도체 학과(협동과정) 신설 ▲반도체 분야의 융합전공 및 마이크로(나노) 디그리 과정 운영 ▲대학 간 학점교류·공동교육과정 개설 등 미래형 학사제도를 적극 활용해 연간 360명 규모의 반도체 전문인력을 양성할 계획이다.우선, 학부에서는 2023년부터 반도체 인재 육성을 위해 연계전공을 신설한다. 반도체 관련 마이크로디그리 과정도 인재양성 트랙에 맞게 다양하게 운영할 예정이다. 내년부터 연간 선발 인원 200명 규모의 신청자를 모집한다.대학원에서도 반도체 융합전공을 신설하고, 마이크로디그리과정(또는 나노디그리과정)을 운영해 전문교육을 실시할 예정이다. 내년부터 연간 50명 규모의 신청자를 모집한다.반도체 분야의 전문인력 배출 비용 및 기간 단축을 위해 학·석사연계과정(3+1년) 및 석·박사통합과정(5학기 이상) 등 패스트트랙을 도입해 산업체와 지역사회에 인력 수급이 가능하도록 지원할 계획이다.전남대는 이를 위해 이미 전자컴퓨터공학, 신소재공학, 화학공학, 고분자공학, 물리학, 화학, 전기전자통신컴퓨터공학 등이 참여하는 실무추진단을 구성, 반도체 설계에서부터 공정, 소자, 회로 및 시스템, 테스트/패키징에 이르기까지 전공트랙별 커리큘럼 및 학과 신설, 연계(융합)전공, 마이크로디그리, 평생교육 일반과정의 운영 방법 구체화에 들어갔다.또 광주·전남지역 반도체 기업인 삼성전자, 엠코테크놀로지 등과 연계해 석·박사 학위과정 계약학과를 추진할 예정이며, 관련 기업 재직자를 위한 재교육도 준비 중이다.이에 앞서 전남대는 지난 6월 29일 과학기술정보통신부와 정보통신기획평가원이 지원하는 'ICT 혁신인재 4.0 사업'에 선정돼 반도체 개발지능화사업단(단장 이명진 전자공학과교수) 개설에 나섰으며, 지난해에는 산업통상자원부가 수행하는 100억 규모의 반도체 인프라 구축지원사업 컨소시엄(책임자 하준석 화학공학부 교수)에 참여하는 등 반도체 분야 대형연구지원사업에 적극 나서 왔다.정성택 전남대 총장은 “미래의 먹거리, 반도체 및 첨단분야를 주도할 핵심 인재 양성에 더욱 매진해 국가 산업과 지역사회 발전을 위해 최선을 다하겠다.”고 밝혔다."
