,제목,내용
745,아토피 MOM 힐링교실 운영," 제주환경성질환예방관리센터(별칭 비자숲힐링센터)와 제주대학교 환경보건센터(센터장 홍성철)는 아토피질환 자녀를 둔 엄마를 대상으로 오는 6월 3일부터 매주 목요일 오전 10시~오후 2시까지 ‘아토피MOM 힐링교실’을 운영한다고 4일 밝혔다. ‘아토피MOM 힐링교실’은 3회에 걸쳐 진행된다. 신청은 5월 6일부터 25일까지 선착순으로 받으며 신청대상은 아토피질환 자녀를 둔 부모 20명 내외다. 친환경 식사 제공을 포함해 참가비용은 모두 무료다. 참가신청은 비자숲힐링센터 홈페이지(www.jejuatopycenter.kr) 또는 전화(070-4207-4170, 064-754-3808)로 하면 된다. 이번 교육에선 아토피피부염, 알레르기비염, 천식, 식품알레르기 등 아토피질환 자녀를 둔 엄마를 대상으로 아토피질환에 대해 무엇이든 물어볼 수 있도록 소아청소년과 아토피질환 전문의사의 교육상담이 이뤄진다. 또 육아로 인한 우울감과 스트레스 해소, 엄마들 간의 사회적 지지체계를 마련하기 위한 힐링 교육도 실시된다. 주요 프로그램 내역을 보면 △아토피질환, 무엇이든 물어보세요 △마음챙김 ‘싱잉볼 명상으로 마음 힐링하기’ △마음다스림 ‘숲 명상으로 마음 다스리기’ △마음추스름 ‘신나는 웃음으로 마음 추스르기’ 등이다. 족욕, 반신욕, 편백탕, 힐링베드, 아쿠아라인 등 건식과 습식 테라피를 통해 편안한 힐링의 시간도 가질 수 있다. 교육에선 식품, 꽃가루, 집먼지진드기 등 아토피질환의 주요 원인 물질을 중심으로 알레르기피부반응 검사를 통해 아토피질환의 원인을 알아보는 시간도 마련됐다. 이번 힐링교실 참가자들에게는 보습제가 제공하며, 교육은 코로나19 방역지침을 준수해 진행된다."
746,"제주대 해양스포츠센터, 도민대상 전통놀이 챔피언십 개최"," 제주대학교 해양스포츠센터(센터장 김덕진 체육학과 교수)는 지난 2일 오전 11시부터 오후 3시까지 제주시청 어울림 마당에서 ‘2021 제주도민 전통놀이 챔피언십’을 개최했다고 4일 밝혔다. 이 행사에선 ‘투호놀이’와 ‘딱지치기’가 진행됐으며 약 100여 명의 도민이 참여했다. 센터는 “가정의 달을 맞아 가족 단위로 참가한 도민들이 자녀들과 전통놀이를 통해 가족간 교감의 자리를 제공하는 자리가 됐다”고 평가했다. 제주대 해양스포츠센터는 한국연구재단(교육부)의 ‘인문사회연구소 지원 사업’에 선정돼 전통놀이의 경기방법 정립과 대중적 관심 확산을 목표로 다양한 교육 프로그램 개발과 학술연구를 진행하고 있다.   김덕진 센터장은 “향후에도 주요 관광지나 전통시장, 도내 초·중등학교 등을 방문해 도민과 관광객을 대상으로 전통놀이에 대한 관심을 확산시킬 계획”이라고 말했다. "
747,"김상재 교수, 대한기계학회 신뢰학술상 수상","제주대학교는 공과대학 메카트로닉스공학과 김상재 교수가 최근 제주오리엔탈 호텔에서 열린 ‘대한기계학회 춘계학술대회(신뢰성부문)’에서 `신뢰학술상`을 수상했다고 4일 밝혔다. 신뢰학술상은 신뢰성공학 및 실험역학 등 기계 신뢰성 전 분야에서 탁월한 업적으로 학문 발전에 기여한 자를 선정, 시상한다. 김 교수는 최근 제주대 연구팀으로 구성된 독자적인 연구성과를 ‘NATURE Communications지’를 비롯한 인용지수 10 이상의 학술지에 45건 게재했다. 또한 2020년 부문회장으로서의 학회발전에 기여한 점을 인정받아 감사패도 받았다. 대한기계학회는 1945년에 창립돼 국내 기계공학분야의 학문과 기술발전을 이끌어 왔으며 현재 약 2만 여명의 회원이 소속된 국내 기계공학 분야 최고 권위 학회로 인정받고 있다."
748,"지역선도대학육성사업, ‘서포터즈 2기’ 발대식"," 제주대학교 지역선도대학육성사업단(단장 이동철)은 지난 30일 대학 취업전용 강의실에서 사업단 서포터즈 ‘GREATer 2기’ 발대식 행사를 가졌다고 3일 밝혔다. 총 12명으로 구성된 ‘GREATer 2기’는 8개월의 기간 동안 지역선도대학육성사업의 학생 대표로서 참여하며 △온·오프라인 홍보활동 및 콘텐츠 제작 △프로그램 지원 및 모니터링 △봉사활동 등 다양한 프로그램에 참여할 예정이다. 발대식에서는 사업 및 서포터즈 소개, 소속 팀별 역할 공유 및 프로그램 모니터링이 있었다. 특히 소속 팀(홍보팀, 프로그램팀) 및 서포터즈 활동에 대한 퍼실리테이션(참여자들의 소통 지원)을 진행함으로써 희망 활동에 대한 다양한 의견을 나눠볼 수 있었다. 사업 담당자는 “서포터즈를 통해 사업 운영의 지속적인 점검과 소통 채널을 구축해 나가고 수요자 중심형 프로그램을 개발하겠다”고 밝혔다."
749,"SW융합교육원, ‘창업 및 오픈소스SW Meet-Up’ 특강 개최"," 제주대학교 SW(소프트웨어)융합교육원(원장 송왕철)은 지난 28~29일 대학 아라컨벤션홀에서 ‘2021 상반기 창업 특강’ 및 ‘오픈소스SW Meet-Up 특강’을 실시했다고 30일 밝혔다. 행사에선 고승원 ㈜리턴밸류 대표가 ‘Start-Up을 꿈꾸는 개발자에게’ 란 주제로 ‘창업 특강’을, 심호성 한국공개SW협회 부회장과 오재웅 인바이츠헬스케어 차장이 ‘변화의 물결, 오픈소스SW 트랜드’와 ‘오픈소스로 결혼까지’를 주제로‘오픈소스SW Meet-Up 특강’을 했다. 이번 특강은 제주대 1기 SW파이오니아 학생들을 중심으로 SW기업을 창업한 창업스토리와 오픈소스SW에 대한 세계적인 트랜드 및 오픈소스SW가 바꾼 인생 스토리 등의 내용이 다뤄져 참석 학생들로부터 큰 호응을 얻었다. 창업 특강을 수강한 컴퓨터공학전공 김진영 씨는 “전에는 실패를 두려워했으나 실패도 값진 경험이라는 생각을 갖게 됐다”고 소감을 밝혔다. 오픈소스SW 특강을 수강한 전산통계학과 배현진 씨는 “이번 강의를 통해 오픈소스SW가 산업계의 트랜드로 자리잡고 있으며 오픈소스SW가 소프트웨어 발전에 큰 기여를 했다는 것을 알게 됐다”고 말했다. 송왕철 SW융합교육원장은 ""제주대 학생들을 대상으로 좋은 특강을 마련해준 고승원 대표와 심호성 부회장에게 감사를 드린다“며 ”학생 창업과 오픈소스SW가 확대될 수 있도록 다방면으로 노력하겠다“고 밝혔다. 제주대 SW융합교육원은 5월과 6월에는 인공지능 및 빅데이터 분석 특강 행사를 가질 예정이다. "
750,‘내가 하고 싶은 공공외교’ 공모전 개최,"제주대학교 정치외교학과(학과장 김진호)는 오는 28일 KF(한국국제교류재단) ‘공공외교 역량강화대학 지원사업’의 일환으로 ’내가 하고 싶은 공공외교‘를 주제로 공모전을 진행한다. 이번 공모전은 한국 공공외교에 대한 이해도를 높이고 지역사회에 공공외교에 대한 관심을 확산시키기 위해 마련됐다. 공모전 신청은 오는 5월 23일까지며 메일(jeking910308@gmail.com)로 제출하면 된다. 공모전은 제주대 재학생을 대상으로 2인 1팀 또는 1인 1팀으로 진행되며 ’내가 하고 싶은 공공외교’라는 주제로 발표 PPT파일 또는 UCC영상을 제출하면 된다. 발표된 작품은 1차 심사 후 최종 선발된 5개 팀이 28일 대학 아라컨벤션홀에서 최종 발표 세미나를 진행해 수상 팀이 선정된다. 시상금(장학금)은 1등 50만원, 2등 30만원, 3등 20만원이다. 이 공모전은 인터넷 매체를 통해 생중계된다. "
751,"WISET사업단, 카카오 이재승 이사 초청 ‘현장 강화 교육'"," 제주대학교 WISET사업단(단장 이은주)은 지난 29일 대학 교양강의동에서 카카오 이재승 제주협력팀 이사를 초청해 현장 Hard&Soft skill(직무와 대인관계 기술) 강화 교육을 진행했다고 30일 밝혔다. 교육은 이공계학과 학생에게 IT 기업과 최근 비즈니스 트렌드 전반의 이해를 도울 수 있는 주제에 대한 교육을 제공함으로써 전공분야 진출 및 취업 자신감 강화를 위해 마련됐다. 이번 교육에선 ‘카카오의 디지털혁신과 일하는 방식’을 주제로 카카오로 취업을 꿈꾸는 학생들에게 수평적이고 자기주도적인 기업 문화에 대해 더 많이 배울 수 있는 기회가 됐다고 사업단은 설명했다. 이 교육은 2013년부터 현재까지 운영되고 있으며 2017년부터 2019년에는 ㈜카카오 자회사인 ㈜dk서비스와 지속적인 협력을 통해 진행됐고 2021년부턴 ㈜카카오와 협력을 통해 운영되고 있다. 교육 참가자들은 “실제로 기업에서 근무하는 분을 만나 기업에 대해 듣고 정보를 얻을 수 있어서 좋은 경험이었다. 현장에서 어떤 식으로 근무하고 어떤 마인드로 일을 하는지를 듣고 앞으로의 나 자신이 어떻게 나아가야하는지 돌아보는 계기가 됐다”라는 의견을 의견을 남겼다. 제주대 WISET사업단은 한국여성과학기술인지원센터, 제주특별자치도 여성가족청소년과, 제주대의 지원을 받아 ‘지역 이공계 여성인재 활용촉진 사업(R-WeSET)’을 운영하고 있다. 이를 통해 중ㆍ고ㆍ대 여학생들을 대상으로 전공체험ㆍ진로개발 프로그램 등을 실시해 여학생들의 이공계분야에 대한 꿈을 키워주고 있다."
752,"니말 박사후연구원, 우수학위논문상 수상","제주대학교 메카트로닉스공학과 박사후 연구원인 니말 파라난스 마리아 조셉라지 박사(인도, 지도교수 김상재)가 지난 28일부터 30일까지 제주오리엔탈호텔에서 열린 ‘2021 대한기계학회 신뢰성부문 춘계학술대회’에서 올해의 우수박사학위논문상을 수상했다고 밝혔다. 논문 제목은 '에너지변환 및 센서 응용을 위한 비스마스 기반 강유전체 개발“에 관한 연구다. 이 논문은 고효율 소규모 에너지저장 및 센서 활용 및 개발에 관한 성과를 포함하고 있다. 니말 박사는 지난 2월 학위수여식에서 우수박사학위논문으로 대학원장상을 수상한 바 있다."
753,제주관광공사와 웰니스관광 프로젝트 발대식," 제주대학교 LINC+사업단(단장 강철웅)과 제주관광공사(사장 고은숙)는 지난 29일 인문대학 1호관에서 ‘리빙랩 캡스톤디자인 웰니스관광 프로젝트’ 발대식을 가졌다. 이 행사에 앞서 지난 2월 제주관광공사와 도내·외 23개 기관 및 단체는 코로나19로 침체된 제주 지역 경제 활성화를 위한 제주 웰니스 관광산업 육성 거버넌스 구축 및 공동선언문을 채택한 바 있다. 제주대는 웰니스관광산업분야의 우수인재 육성 및 발굴을 위해 대학 내 6개 단과대에서 7개 학과(전공)가 참여하는 리빙랩 캡스톤디자인 8개 팀을 구성했다. 캡스톤디자인은 학생들이 전공 지식을 바탕으로 실제 기업, 지역사회 등 현장에서 접하는 문제를 해결하기 위해 기획, 설계, 결과물 제작까지 직접 수행하는 창의적 종합설계 프로그램이다. 특히 리빙랩 캡스톤디자인 팀은 지역의 기관이나 지역 주민이 함께 문제를 해결하는 프로젝트팀이다. 제주대 LINC+사업단은 “웰니스관광 프로젝트 팀에 참여하는 학생들의 활동을 제주관광공사와 공동으로 지원하고 성과를 공유·확산해 지역 관광산업 활성화에 기여할 계획”이라고 밝혔다."
754,"기초과학연구소, 현상민 박사 초청 '대중강연'"," 제주대학교 기초과학연구소(김명숙 소장)는 자율운영 대학중점연구소 지원사업의 일환으로 지난 28일 한라도서관 시청각실에서 한국해양과학기술원의 현상민 박사를 초청, ‘제 4회 기초과학분야 전문가 초청 대중강연’ 행사를 가졌다고 30일 밝혔다. 강연 주제는 ‘지구 그리고 해양 환경변화’. 현 박사는 ‘지구환경의 변화, 기후변화의 다양한 특징과 영향, 해양의 중금속？플라스틱？미세먼지 등의 환경오염, 인간활동에 의한 해양생태계 변화 등’에 대해 설명했다. 기초과학연구소는 지역기관과의 상생을 위해 한라도서관에서 행사를 진행해 대중강연의 시너지 효과를 높인 것으로 평가된다고 했다. 기초과학연구소는 제주의 청정환경과 생물권 보전을 위한 기초과학 문화 확산, 지역사회 기초과학 인재양성, 도민참여 과학프로그램을 운영하고 있다. 지역사회를 위한 가치창출을 유도하기 위해 앞으로도 4회(6？8？10？12월)의 기초과학분야 전문가 초청 대중강연을 개최할 예정이다. 한편 이날 행사는 코로나19 감염예방을 위해 참가자들을 대상으로 마스크 착용 및 37.5℃ 이상 발열 시 참석 불가 등을 안내했고 강연장내 손소독제 비치 및 환기 등의 조치를 한 후 진행됐다."
755,"국제개발협력센터, ‘다문화가정 세계시민교육 강사양성과정’ 개최", 제주대학교 국제개발협력센터(센터장 이경상)는 29~30일 서귀포시건강가정？다문화가족지원센터(센터장 이상구)에서 ‘2021 제주지역 다문화가정 세계시민교육 강사양성과정’을 개최했다. 이번 과정은 제주지역 다문화가정의 세계시민의식 확산과 결혼이주여성의 역량강화를 위해 서귀포시건강가정？다문화가족지원센터와 공동 주관해 마련됐다. 과정은 △세계시민교육의 다양성과 필요성 △세계시민의 이해 △지속가능발전목표(SDGs) △아동인권 △교육 모듈체험 △다문화 창의인성교육 등을 주제로 교육모듈 강의와 체험활동 등으로 진행됐다.  이번 과정에선 제주지역에 거주하는 결혼이주여성 13명이 수료했다. 수료생들에게는 제주도내 초？중？고등학교에 파견돼 세계시민교육 강사로 활동할 수 있는 기회가 주어진다. 제주국제개발협력센터는 제주특별자치도-한국국제협력단(코이카)-제주대 3자간 협약체결을 통해 제주지역 공적개발원조(ODA)의 핵심거점으로 지역ODA사업 활성화와 지역의 국제화를 위해 제주대에 설립돼 운영되고 있다. 센터는 △ODA 교육 및 홍보 △ODA 조달참여 △제주지역 내 ODA사업 관련 상담·자문·평가 및 모니터링 △해외봉사단 모집설명회 등의 사업을 수행하고 있다.
756,헌신구조 ‘의인 청년’ 이영호 씨에 소방활동 유공 표창," 제주소방서는 지난 6일 5ㆍ16도로 제주대학교 입구 4거리에서 발생한 다수 인명피해 교통사고 현장에서 헌신적인 구조 활동을 펼친 의인 청년 이영호(23, 제주대 국어교육과)씨에 소방활동 유공 표창을 수여했다고 29일 밝혔다. 이 씨는 사고 당일 오후 5시 59분께 하교하던 중 교통사고 현장을 목격하고 부상자들을 부축해 안전한 곳으로 이동시키는 등 소방출동대가 도착하기 전까지 적극적으로 구조 활동을 펼쳤다. 특히 부상자의 위치를 소방대원에게 알리고 부상자들의 물품을 수거해 돌려주기도 하는 등 구조 활동 전반에 큰 역할을 했다. 김영호 제주소방서장은 “망설임 없이 대형사고 현장으로 뛰어들어 구조 활동에 큰 도움을 주신데 감사드린다”며 “용기있는 행동과 희생 정신은 도민들에게 큰 귀감이 될 것”이라고 말했다."
757,"양채류사업단, 기업 지원사업 공모","  제주대학교 제주양채류RIS사업단(단장 임상빈 식품생명공학과 교수)은 오는 5월 14일까지 제주도내 중소기업을 대상으로 기업지원사업을 공모하고 있다. 지원 분야는 스타제품 패키지, 스타제품 온오프라인 마케팅이다. 신청자격은 제주산 양채류를 활용해 제품을 생산하는 도내 제조업체다. 자세한 사항은 제주양채류RIS사업단 홈페이지(www.jcabro.com)에 공지되어 있다. 양채류란 서양 채소류의 약칭으로, 양배추, 브로콜리, 적채, 콜리플라워, 케일, 콜라비, 샐러리, 신선초 등을 말한다. 제주양채류RIS사업단은 양채류를 이용해 가공제품을 생산하는 도내 기업을 대상으로 제품리뉴얼, 홍보마케팅 사업 등을 지원해 제주지역 특산품을 육성함으로써 기업의 매출증대와 고용창출을 통한 지역경제 활성화에 기여하고 있다."
758,'최정숙 선생을 기리는 모임'과 한국어과정 지원 협약," 국제교류본부, 아프리카 부룬디 '최정숙여고' 졸업생 초청 연수키로  제주대학교 국제교류본부(본부장 김원보)와 비영리단체인 ‘최정숙을 기리는 모임’(회장 현은자, 이하 최기모)은 29일 제주대에서 아프리카 부룬디공화국 ‘최정숙여고’ 졸업생의 한국어과정 연수를 지원하는 업무협약을 체결했다. 최정숙 선생(1902~1977)은 초대 제주도교육감을 지낸 교육자이자 3·1 운동에 참여한 독립운동가다. 또 여성 계몽 운동가, 의료인, 종교인으로서 제주 발전을 위해 헌신한 인물이다. ‘최정숙여고’는 선생의 정신을 계승하기 위해 ‘최기모’를 주축으로 도민들의 후원에 의해 지난 2018년 9월 설립돼 오는 7월 첫 졸업생 66명을 배출할 예정이다. 수도 부줌부라에서 35km 떨어진 무진다에 위치해 있으며 부룬디공화국 최초의 여자고등학교다. 협약에 따라 오는 9월부터 ‘최정숙여고’에서 선발된 시자 신씨아(학생회장 출신)ㆍ 다이사바 테디안(최우수학생) 씨 2명이 제주대 한국어과정에서 6개월간 한국어 연수를 받는다. 이들은 이후 후원자 가정에 머물면서 2년간 기술연수도 받는다. 이번 초청연수를 위해 최정숙 선생의 모교인 고려대 의대는 항공편과 어학연수비를, 후원자들은 체류경비를 지원한다."
759,"노규민 씨, 음악춘추 콩쿠르 클라리넷 부문서 1등상",제주대학교 예술디자인대학 음악학부(학부장 김효정) 관·현악전공 2학년 노규민 씨가 최근 서울 서초동 코스모스악기 본사 B1 연주홀에서 열린 ‘제26회 음악춘추 콩쿠르’ 클라리넷 대학부 부문에서 1등상을 수상했다. 음악춘추 콩쿠르는 한국 음악계를 이끌어갈 우수 신인 발굴을 위한 등용문으로 매년 개최되는 국내 저명한 음악 경연대회다. 이 같은 국내 유명 음악콩쿠르에서 수상은 제주대 음악학부 학생들의 실력과 경쟁력이 뛰어남을 보여준 객관적 평가며 큰 소득이라고 음악학부는 설명했다.
760,반려동물 감염병 신속 진단 시스템 개발 추진," 부설동물병원-진시스템, 플랫폼 기술 임상활용 업무협약 제주대학교 부설동물병원(원장 윤영민)과 (주)진시스템(대표 서유진)는 최근 제주대에서 반려동물 및 산업동물 감염병 신속 진단 시스템 개발을 위한 업무 협약을 체결했다고 27일 밝혔다. 협약을 통해 제주대 부설동물병원은 반려견ㆍ반려묘를 중심으로 한 반려동물들의 주요 감염증을 신속하고 정확하게 일선 동물병원에서 진단할 수 있는 진단키트를 개발하고 임상 평가를 통한 성능 검증을 실시키로 했다. 진시스템은 개발된 기술을 사업화함으로써 국내는 물론 글로벌 시장에 동물 감염병 신속 진단 시스템을 보급키로 했다. 진시스템의 신속 현장 분자진단 플랫폼 기술은 면역진단법의 신속성, 검사 편의성과 분자진단법의 정확성을 두루 갖춘 혁신 기술로서 코로나19 진단을 비롯한 다양한 진단 분야에 저변이 확대되고 있는 유망 기술로 평가된다. 이 기술을 이용하면 기존에 2시간 이상 소요되는 분자진단 검사 과정을 30분 이내로 단축하는 것은 물론 핵산추출, 시약 핸들링 등 복잡한 검사과정을 간소화함으로써 기존 분자진단 검사 대비 검사 편의성을 크게 개선한 것으로 평가받고 있다. 이에 따라 향후 동물들의 감염병 진단검사를 전문 검사센터는 물론 일선 동물병원 현장에도 신속하고 간편하게 수행할 수 있게 해 줄 것으로 기대되고 있다. 윤영민 제주대 부설동물병원장은 “제주는 한반도의 미래 기후 및 환경을 예측할 수 있는 전초 기지로서의 가치를 갖고 있어 향후 한반도에서 확산될 가능성이 있는 주요 감염병의 진단기술을 선행적으로 연구할 수 있는 유리한 환경을 가지고 있다”면서 “이번 협약을 통해 진시스템의 혁신 진단 플랫폼 기술과 동물병원의 임상 테스트 환경을 효과적으로 활용한다면 매우 가치있는 진단 시스템의 개발 및 상용화 실현이 가능할 것으로 예상된다”고 밝혔다.  서유진 진시스템 대표는 “그동안 당사 플랫폼 기술을 활용한 다양한 연구 활동을 성공적으로 수행해온 제주대 부설동물병원의 전문성을 토대로 이번 협약을 통해 실제 동물 임상 분야에서 활용 가능한 실용적인 진단 시스템을 성공적으로 개발할 수 있을 것으로 확신한다”면서 “진시스템은 이번 협약을 통해 개발 기술을 토대로 동물 진단 분야 포트폴리오 다각화를 실현함으로써 글로벌 동물 진단시장 진입을 앞당길 것”이라고 말했다."
761,"국제개발협력센터, ODA 온라인 사진전 개최"," 제주대학교 국제개발협력센터는 이달 26일부터 5월 12일까지 제주국제개발협력센터 홈페이지(https://jjidcc.modoo.at/)를 통해‘2021년 제3회 국제개발협력 ODA(공적개발원조) 온라인 사진전’을 개최하고 있다고 밝혔다. 이번 사진전 주제는 ‘깨끗한 물과 지속가능한 생산’이다. 현재 국제적 이슈로 떠오르고 있는 환경과 식수 위생 문제, 지속가능한 생산 및 농촌 개발 문제에 대해 관심을 높이고 해결 노력을 촉구하기 위한 취지다. 사진전 기간 동안 이벤트도 마련돼 참여자 70명에게 추첨을 통해 모바일 상품권을 제공한다. 이벤트에는 국제개발협력에 관심이 있는 사람이면 누구나 참여할 수 있다. 참여 방법은 자신이 인상 깊었던 사진과 그에 대한 소감을 작성 후 제출하면 된다. 제주국제개발협력센터는 제주지역의 ODA 참여 기반 확대를 위해 지난 2016년 6월 제주특별자치도, KOICA(한국국제협력단), 제주대 등 3자간 업무협약을 통해 출범했다."
762,"LINC+사업단, NH농협 취업아카데미 4기 개강"," 제주대학교 LINC+사업단(단장 강철웅)은 지난 23일 제주대학교 인문대 1호관에서 NH농협은행과 함께하는 NH농협 취업아카데미 4기 개강식을 가졌다. 이번 NH농협 취업아카데미 4기는 제주대 3~4학년 재학생을 대상으로 21명을 선발해 6월 25일까지 운영한다. ‘NH농협 취업아카데미 4기’는 NH농협은행 제주영업본부 문상철 본부장의 ‘30년 NH농협에서의 직장생활을 돌아보며’라는 주제의 특강을 시작으로 작년 10월 ‘제주지역 금융 우수인재양성을 위한 업무협약’을 한 NH농협은행 청주교육원 태용문 원장의‘협동조합과 농업의 이해’강의가 있었다. ‘NH농협 취업아카데미 4기’는 NH농협은행 및 농협중앙회, NH투자증권 등 임직원들이 직접 강사로 나서 은행, 증권, 보험, 자산관리 등 금융산업 업종별 특강과 은행의 인사, 조직체계, 농협사업의 이해, 제주 경제의 이해, 금융 트렌트 이해, 금융인으로서의 직장 예절 등으로 구성된다. 또 금융산업분야 취업준비를 위한 실전 자기소개서 작성법 및 실전 면접 스킬교육 등을 통해 실전 취업역량강화 프로그램도 마련돼 있다. 아카데미엔선 최근 NH농협은행을 입사한 제주대 출신 ‘선배와의 대화’ 시간과 2021년도 NH농협은행 공채를 대비해 NH농협은행 현직자와의 멘토링도 갖는다. 수료자는 제주대 총장명의의 수료증과 NH농협은행 제주영업본부장 명의의 수료증이 수여된다. 특히 우수교육생에게는 NH농협은행 제주영업본부장 명의의 표창장을 수여한다. 강철웅 단장은 “2018년부터 시작된 NH농협 취업아카데미가 올해로 4기를 맞았다”며 “NH농협 취업아카데미가 지역 청년 취업 미스매치 해소와 일자리 창출을 위한 대표적인 금융인재양성 산학협력 프로그램으로 자리 잡았다”고 밝혔다."
763,"㈜진시스템, 2억원 상당 첨단 장비 기증"," 바이오 벤처기업인 ㈜진시스템(대표 서유진)은 23일 제주대학교에 PCR 시스템 등 4종의 장비(2억51만원 상당)를 대학 발전기금으로 기증했다. PCR(Polymerase Chain Reaction)은 ‘중합효소 연쇄반응’이라는 의미로 병원체 또는 환자의 침, 가래와 같은 시료에서 핵산을 채취해 원하는 부분을 복제？증폭시키는 방법을 말한다. 특정 유전 물질만 많은 양으로 증폭할 수 있어 각종 세균이나 바이러스 검출 확인, 감염성 질환과 유전 질환 진단, 친자 확인 등에 쓰이고 있으며 코로나19 감염 여부 진단도 이 시스템을 이용하고 있다. 이 장비는 기증을 위해 노력한 수의과대학 부설동물병원(원장 윤영민) 및 제주대 관련 학과에 배치돼 전염성 질병의 현장진단법 개발 연구와 생체에서 발생되는 다양한 염색체의 변화 양성을 연구하는데 도움을 주게 된다. 2010년 설립된 ㈜진시스템은 현장 진단에 활용이 가능한 분자진단 검사 기술개발을 전문으로 하는 바이오 벤처기업이다. 2013년 대한민국 발명특허대전에서 초고속 PCR 장치로 대통령상을 수상했고 2017년에는 독감 바이러스 신속분자진단용 기술을 확보했다. 특히 올해에는 식중독균 검출 키트 인증을 받음으로써 세계적으로 기술력을 인정받고 있다. 발전기금 전달식은 이날 서유진 대표 등 ㈜진시스템 관계자와 송석언 총장 등 대학 관계자 등이 참석한 가운데 제주대에서 열렸다."
764,한국인터넷진흥원 및 국가보안기술연구소와 업무협약," 제주대학교는 제주특별자치도와 제주국제자유도시개발센터(이하 JDC) 후원으로 진행하고 있는 SW중심대학사업단 인재양성 사업의 일환으로 지난 22일 한국인터넷진흥원(원장 이원태, 이하 KISA), 국가보안기술연구소(소장 최효진)와 사이버보안 인재양성을 위한 실무협약을 체결했다고 23일 밝혔다. 이번 협약은 제주지역의 사이버보안 우수인재 발굴ㆍ육성을 위해 국내 사이버보안 전문기관들과 협력관계를 구축하고, 지역 인재의 창업 및 취업기회를 확대해 국가와 지역사회 발전에 기여하기 위해 마련됐다. 이에 따라 제주대 SW융합교육원은 협약기관과 ‘사이버보안 인재양성 과정’을 추진하며 △사이버보안 전문교육 △보안전문 기관ㆍ업체 탐방 △보안전문 기관인턴십 △직업 홍보설명회 △현장체험 과정 등 다채로운 프로그램을 운영해 제주대 재학생의 4차 산업혁명에 필수적인 SW 인재 양성과 더불어 사이버 보안인재 양성 또한 심도 있게 진행할 계획이다. 송석언 제주대 총장은 “이번 협약이 해킹으로부터 보호하기 위한 국가적 인재양성을 위해 큰 역할을 할 것으로 기대한다” 며 “사이버보안 분야에 양질의 전문인력을 양성하고 학생들의 취업과 진로에도 도움이 될 수 있는 계기가 되길 바란다”고 말했다."
765,"국제개발협력센터, 온라인 ODA정규교육 기본과정 운영","제주대학교 국제개발협력센터(센터장 이경상)가 5월 14~15일 양일간 비대면 온라인 방식으로 ODA정규교육 기본과정 ‘국제개발협력의 이해’를 운영한다고 23일 밝혔다. 이번 교육은 ▲국제개발협력과 ODA ▲국제개발협력의 역사 ▲국제개발협력의 최근 동향과 이슈 ▲국제개발협력의 다양한 주체들 ▲한국의 국제개발협력 ▲글로벌 시민교육과 진로탐색 등을 주제로 국제개발협력 관련 실무 경험을 갖춘 강사진이 진행한다. 동 과정은 제주지역 뿐만 아니라 국제개발협력에 관심 있는 사람이면 누구나 수강할 수 있으며, 5월 12일(수)까지 포스터 QR코드를 통해 선착순으로 접수 받는다.모든 강의 및 자료는 무료로 제공되며, 80% 이상 출석하는 경우 한국국제협력단(KOICA)과 제주국제개발협력센터 명의의 수료증이 발급된다. 자세한 사항은 제주국제개발협력센터 및 제주대 홈페이지 공지사항에서 확인할 수 있다. 제주국제개발협력센터는 제주특별자치도-한국국제협력단(코이카)-제주대학교 3자간 MOU체결을 통해 제주지역 공적개발원조(ODA)의 핵심거점으로 지역ODA사업 활성화와 지역의 국제화를 위해 제주대에 설립된 기관이다."
