대학교명,내용
한국외국어대학교,"우리대학 창업보육센터 입주기업 ㈜샤인소프트(대표 신광배)가 중소벤처기업부(이하 중기부)가 시행하고 인천테크노파크가 운영하는 ‘2022년도 창업도약패키지 지원사업’에 참여기업으로 최종 선정되었다.이는 ‘2021년 초기창업패키지 지원사업’을 최우수로 졸업한 이후 중기부 사업에 2년 연속 선정된 쾌거로, 지난 2018년 10월 설립된 ㈜샤인소프트는 2020년 3월부터 창업보육센터에 입주하여 컨설팅, 마케팅, 우수인력 채용 연계 등 다양한 성장지원을 받고 있다.㈜샤인소프트는 최신 트렌드에 특화된 기술력으로 개발한 다양한 솔루션을 통해 전문적 IT 서비스를 제공하는 스마트팩토리 플랫폼 솔루션 전문기업으로 매년 사업 분야를 확장해나가고 있다.신 대표는 “국내 최고의 SI 전문인력 및 풍부한 경험을 바탕으로 시스템 개발에서 운영, 유지보수까지 성공적으로 수행하여 국내 스마트팩토리 분야의 대표 브랜드로 위상을 높여나가겠다”고 밝혔다."
한국외국어대학교,"한국외대 학생홍보대사 '새로미', '훕스온(HUFSon)' 임명식 개최 조나단 욤비(정치외교학과 20), 명예홍보대사 위촉... 글로벌 외대를 대표할 수 있는 학생 이미지 선보여우리대학은 7월 7일(목), 스마트도서관 휠라아쿠쉬네트홀에서 2022학년도 학생홍보대사 및 명예홍보대사 임명식을 개최하였다. 박경은 홍보실장의 사회로 진행된 이날 임명식에서는 지난 1999년 제1기를 선발한 이래 올해로 23주년을 맞이한 한국외대의 얼굴, '새로미'와 지난 2012년부터 한국외대 공식 유튜브, 페이스북, 인스타그램, 블로그 등 SNS에서 활동하고 있는 '훕스온(HUFSon)'에 선발된 학생들을 2022학년도 한국외대 학생홍보대사로 임명하였다.이날 한국외대는 또 한 명의 학생을 명예홍보대사로 위촉하였다. 그 주인공은 정치외교학과 20학번 조나단 욤비 학생으로, 콩고민주공화국 출신의 조나단은 2008년 2월부터 한국에 정착하여 지난 2020년 수시모집을 통해 우리대학 정치외교학과에 입학하였다. 외국인으로서 많은 어려움을 딛고 당당히 한국외대 학생으로서 꿈을 키워나가고 있는 조나단은 KBS 인간극장 콩고왕자 가족편과 MBC 라디오스타에 출연하며 이름을 알렸고, 이후 유튜브 및 다양한 방송사를 넘나드는 활발한 방송활동으로 남녀노소에게 사랑받는 캐릭터로 활동하고 있다. 우리대학은 글로벌 외대를 대표할 수 있는 이미지를 선보여 온 조나단을 명예홍보대사로 위촉하고 조나단 특유의 유쾌하고 밝은 이미지를 담아 새로운 광고도 제작하였다.박정운 총장은 축사를 통해 ""칠월의 뜨거운 여름과 같이 우리대학을 뜨겁게 홍보하고 빛내줄 학생들에게 임명장을 수여하게 되어 기쁘게 생각한다""며, ""특별히 명예홍보대사로 함께 하게 된 조나단 학생과 한국외대의 긍정적인 이미지가 함께 시너지 효과를 낼 수 있을 것이라 믿는다""고 말했다.명예홍보대사로 위촉된 조나단은 ""지난 2012년 버락 오바마 미 대통령이 한국외대 특별연설 말미에 한국말로 ""같이 갑시다.""라고 한 것을 기억한다""며, ""한국외대가 얼마나 글로벌한 대학인지 몸소 느껴보고 싶어 한국외대 진학을 꿈꾸게 되었다""고 우리대학에 입학하게 된 사연을 언급하였다. 그리고 ""이번에 명예홍보대사로 임명해 주셔서 너무나 기쁘고 영광스럽게 생각하며, 앞으로 한국외대의 홍보대사로 부족하지 않은 조나단이 되겠다""고 소감을 밝혔다."
한국외국어대학교,"우리대학은 7월 6일(목), 서울캠퍼스 대학본부 203호 회의실에서 교보증권(대표이사 박봉권, 이석기, 이하 교보증권)과 평생교육프로그램 운영을 위한 업무 협약을 체결하였다. 이번 협약식은 한국외대와 교보증권 간 산·학 협력을 통한 협력체계를 구축하여 지역주민의 평생교육 활성화와 평생학습 기회를 확대하고자 마련되었다.협약식에서는  평생교육프로그램 강의 개설 및 홍보 지원  평생교육프로그램 콘텐츠 개발 및 수요 발굴  평생교육프로그램 활성화 등에 관하여 공동으로 협력하기로 하였다. 이번 협약에 따라서 우리대학 평생교육원은 오는 9월 가을학기부터 교보증권 소속의 전문가로 구성된 강사진으로 주식 강좌를 개설하고 주식에 대한 기초지식 습득, 생활 속에서 발견할 수 있는 주식정보를 제공할 예정이다.김태성 서울캠퍼스 부총장은 “현대인들은 급변하는 사회 환경 속에서 새롭고 가치 있는 지식, 정보, 기술을 평생 끊임없이 학습해야 하는 평생학습 시대를 맞이하고 있다”며 “지역 사회와 상생하는 한국외대도 지역주민들의 평생교육에 대한 요구를 충족시키고, 다양한 배움의 기회를 제공하기 위하여 교보증권을 비롯한 외부전문 기관과의 협력을 통해 본교의 우수한 교수진 및 교육 시설을 바탕으로 특성화된 교육과정을 개발하는 데 지원을 아끼지 않겠다”고 말했다.이날 협약식에는 서성철 교보증권 자산관리(WM)사업부문장, 박충구 강북2권역장, 김현석 광화문금융센터 지점장과 김태성 서울캠퍼스 부총장, 이용웅 사업지원처장, 황순규 사업지원팀장, 이소영 발전협력팀장 등 주요 관계자가 참석하였다."
한국외국어대학교,"우리대학 정치외교학과(학과장 유현주)는 지난 6월 27일(월)부터 29일(수)까지 2박 3일간 열린 국회사무처(사무총장 이춘석) 주관 미래정치지도자 의회연수에 참가하여, ‘청년, 대한민국 정치를 뒤집는 힘’이라는 대주제로 진행된 토론대회에서 최종 우승의 영예를 안았다.국회사무처 고성연수원에서 열린 이번 연수는 미래 정치지도자를 양성하기 위해 지난 2017년 시작되어 올해로 5회차를 맞이하였다. 국회고성연수원에서 마련한 자체 교육을 시작으로 현장 특강과 토론대회 및 분임토의, 현장체험학습 등 다양한 프로그램으로 구성되었다.‘청년, 대한민국 정치를 뒤집는 힘’을 대주제로 진행된 토론대회에는 총 10개 팀이 참가하였으며, 결승전에서 ‘청년정치와 젠더정치가 조화를 이룰 방안은?’을 소주제로 열띤 토론이 펼쳐졌다. 분임토의의 주제는 ‘청년은 대한민국 정치를 변화시킬 수 있을까?’로, 학생들은 이에 대한 해답을 찾기 위해 토의를 진행하고 발표하였다. 국회의정연수원장, 참가대학 지도교수 및 국회고성연수원 전임교수 등으로 구성된 심사위원의 심사 결과 우리대학 정치외교학과가 최종 우승을 차지하였다.이은진 학생(정치외교학 21)은 “순위를 떠나 정치학을 공부하는 청년들이 한데 모여, 청년 정치라는 주제를 논해볼 수 있었다는 자체가 의미 있는 연수였다. 쟁쟁한 학교들 사이에서 종합 우승을 차지하게 되어 정말 기쁘고 벅차다”고 최종 우승 소감을 밝혔다.학생 대표단을 이끈 이재묵 교수(정치외교학과)는 ""미래 정치지도자로서의 꿈을 간직하고 밤을 새워가며 고민하는 학생들의 모습 속에서 다가올 밝은 '미래'를 본 것만 같아 흐뭇했다""며 ""최종 우승의 여정까지 연수에 참가한 학생들과 지도교수들이 한마음 한뜻으로 함께 열심히 준비한 보람을 느낀다""고 소감을 밝혔다."
한국외국어대학교,"우리대학은 지난 6월 28일(화) 오전 11시, 글로벌캠퍼스 백년관 10층 중회의실에서 용인시산업진흥원(원장 김윤석, 이하 진흥원)과 용인시 산업 육성 및 양 기관의 발전을 위해 상호 협력체계를 구축하고, 교육·연구 및 인적자원의 협력과 교류를 활성화하고자 업무협약을 체결하였다.김석중 총괄지원팀장 사회로 진행된 협약식 행사는 우리대학을 대표하여 강기훈 산학연계부총장의 인사말과 진흥원 김윤석 원장의 기념사 이후 협약서 서명식 및 기념사진 촬영 순서로 진행되었다.강기훈 부총장은 인사말을 통해 ""용인시 산업발전을 위한 진흥원의 노고에 감사드리며, 오늘 협약을 계기로 관산학이 혼연일체 되어 용인시 산업발전을 위한 역량이 더욱 결집 되길 소망하며, 앞으로 다양한 협력사업이 추진되길 바란다""고 하였다. 이에 진흥원 김윤석 원장은 기념사에서 ""오늘 협약을 통해 4차 산업혁명이 진행 중인 산업생태계의 확장을 대학과 함께 고민하는 계기가 되고, 관학 협력을 통한 시너지 효과가 나타날 것을 확신한다""고 전했다.양 기관은 ‘용인 실버캐어 순이’라는 대학생 콘텐츠공모전을 진행하는 등 향후 다각도로 협력해나간다는 방침이다.한편, 이날 협약식에는 우리대학 강기훈 산학연계부총장, 김재욱 연구산학협력단장, 김봉철 행정지원처장과 진흥원 김윤석 원장, 박창준 산업진흥본부장, 김성언 기업육성팀장 등 관계자가 참석하였다"
한국외국어대학교,"우리대학 대학일자리플러스본부(본부장 김민정)는 지난 6월 21일(화), 양 캠퍼스 진로취업지원교수(멘토교수)가 참가하는 ‘진로취업지원교수 워크숍’을 개최하여 전공 맞춤형 진로지도 지원 체계를 활성화하는 기회를 마련하였다.진로취업지원교수(멘토교수)는 지난 2017년 각 학과(부) 재학생들의 전공을 기반으로 직업에 대한 이해를 높이는 것을 목적으로 시작되어, 담당 교수들에게 학생 상담, 학과 로드맵 제·개정, 국내외 현장실습 활성화, 취업률 관리 및 취업통계조사 협조 등의 역할을 부여하는 프로그램이다.이번 워크숍에서는 김치성 겸임교수가 ‘포스트 코로나 시대의 취업시장 변화와 취업전략’ 특강에서 언택트 화상면접 지도의 필요성을 강조하였고, ‘HUFSAbility(학생 핵심역량 통합관리 시스템) 활용법 및 청년고용 정책’을 주제로 한 서울캠퍼스 진로취업지원센터 부지영 선임컨설턴트의 특강을 통해 정부의 청년 취업지원 정책 등 학과(부)별 진로취업지원교수 등 워크숍에 참가한 구성원들에게 실질적인 정보를 제공하였다.김민정 서울캠퍼스 학생·인재개발처장은 “진로취업지원교수 워크숍을 통해 학생 상담 분야에 있어서 진로·취업과 관련한 전문성을 제고 할 수 있는 계기를 마련하고, 학생의 맞춤형 진로 설정과 성공적 취업에 기여하고자 한다”며 “학생들이 전공 기반 직업에 대한 이해를 확고히 함으로써 취업역량을 제고 할 수 있도록 앞으로도 최선의 노력을 다할 것”이라고 전했다."
한국외국어대학교,"2012년 차이용 삿지파논 전 주한 태국 대사 10만 불 기탁 매년 우리대학 태국어 전공(태국어과 및 태국어통번역학과 각 1명) 학생에게 장학금 수여우리대학 아시아언어문화대학 태국어과(학과장 박경은)와 통번역대학 태국어통번역학과(학과장 윤경원)는 6월 28일(화), 태국어과 학과장실에서 ""2022학년도 티띠낫 장학금 수여식""을 개최하였다.티띠낫 장학금은 2012년 당시 주한 태국 대사로 부임하였던 차이용 삿지파논 박사의 작고한 부인 티띠낫 삿지파논 여사의 이름을 따서 조성된 장학금이다. 당시 부임지인 한국에서 불시에 배우자를 잃은 차이용 대사를 위로하기 위해 풍산그룹에서 위로금 10만 불을 전달하였고, 이를 차이용 대사가 태국어를 전공하는 학생들에게 기탁하기로 하여 이후 매년 우리대학 태국어과와 태국어통번역학과 학생 각 1명씩 선발하여 장학금을 수여해오고 있다. 올해는 태국어과 외국인 교원 담당 조교이자 동아리장을 맡은 김신화 학생(20학번)과 태국어통번역학과 학생회장을 맡은 김강산 학생(19학번)이 티띠낫 장학금의 주인공이 되었다.태국어통번역학과 윤경원 학과장은 “티띠낫 장학금은 한국을 사랑하고 한국에서의 태국어 교육 진흥에 일조하기 위해 거액의 장학금을 기탁한 차이용 대사와 고 티띠낫 여사의 숭고한 뜻을 바탕으로 조성된 장학금으로, 태국어 전공에 대한 열정과 관심을 바탕으로 학업뿐 아니라 교내외 전공 관련 활동에도 활발히 기여하는 학생들을 장학생으로 선발하고 있다”면서, “올해 선발된 장학생들을 축하하고, 앞으로 티띠낫 장학생으로서 그 숭고한 이름에 걸맞은 성장과 활약을 기대한다”고 밝혔다."
한국외국어대학교,"우리대학 재직동문교수회(회장 김시홍)는 지난 6월 23일(목), 인터컨티넨탈 서울 코엑스 알레그로룸에서 2022학년도 1학기 장학생에 대하여 장학증서 전달식을 개최하였다.재직동문교수회 정기총회를 겸한 이날 전달식에서는 총 6명의 학부 및 대학원 학생이 장학생으로 선발되어 각 150만원의 장학금을 받게되었다. 2022학년도 1학기 장학생 명단은 다음과 같다. 강지인(대학원 영어학), 김예리(사학), 김은샘(인도어), 김은후(환경학), 정도영(스칸디나비아어), 조의정(스페인어)."
한국외국어대학교,"우리대학 입학처(입학처장 정석오)는 6월 21일(화), 서울특별시 남부교육지원청(교육장 홍성철, 이하 남부교육지원청)과 고교학점제 기반 구축 및 미래인재 육성을 위한 상호 업무협약을 체결하였다. 남부교육지원청 소회의실에서 진행된 협약식에는 우리대학 정석오 입학처장, 엄용국 입학총괄팀장, 최현문 책임입학사정관, 이수영 선임입학사정관이, 남부교육지원청 홍성철 교육국장, 주소연 교육지원국장, 김근회 중등교육지원과장, 강동희 수석장학사, 홍승균 장학사 등이 참석하였다.양 기관은 이번 협약을 통해 △ 고교학점제 선도지구 관련 사업 발굴·운영 (남부교육지원청 다더함 선도지구) △ 미래 인재 육성을 위한 인적·물적 교육 기부 △ 고교학점제 전문성 확보를 위한 교원 역량 강화 연수 운영 △ 학생들의 진로·진학에 대한 컨설팅 및 학생 맞춤형 진로체험 프로그램 지원 △ 협력 사업 추진을 위한 대학과 중등 교육기관 인프라 공유 및 활용) △ 기타 협력 목적 실현을 위해 필요하다고 인정되는 사업 추진 등 다방면에 협력하기로 합의하였다.이번 협약에 따라 우리대학은 남부교육지원청과 함께 고교학점제의 안정적인 안착을 위해 관내 교사·고교생·학부모 대상의 프로그램을 진행하게 된다. 다가올 8월에는 우리대학의 우수 교원을 활용한 교사 대상 직무연수 프로그램과 학생·학부모 대상의 진로 특강 프로그램 등을 계획하고 있으며 이후 점차 확대해 나갈 예정이다.정석오 입학처장은 “한국외대는 남부교육지원청 이외에도 대상 기관을 확대하여, 고교교육 정상화와 고교학점제의 안착을 위한 지원을 지속해나갈 계획”이라고 밝혔다."
한국외국어대학교,"우리대학 한국어문화교육원(원장 홍종명)은 6월 21일(화), 동대문경찰서(서장 나영민)와 2022학년도 여름학기 한국어 정규과정 수강생 대상 온라인 범죄예방교육을 실시하였다.우리대학 한국어문화교육원과 동대문경찰서 외사계가 협력하여 언제라도 발생할 수 있는 일상생활 속 각종 범죄로부터 우리대학 한국어문화교육원 소속 수강생들을 보호하고, 피해 발생 시 이를 최소화하기 위해 매 학기 실시하고 있는 본 교육 프로그램은 ① 112 신고 방법, ② 보이스피싱 피해 및 가해 주의, ③ SNS 사기 주의 등 주제를 중심으로 구성되어 있다. 교육 종료 후에는 참가 학생들의 질의응답을 통해 궁금한 사항에 대하여 해결하는 시간 또한 마련하였다.교육에 앞서 동대문경찰서 이문지구대장 하정현 경감은 “이문지구대는 항상 한국외대 학생들을 위해 치안 유지에 힘쓰고 있으며, 도움이 필요하면 언제라도 신고하기 바란다”고 강조하였다. 교육을 실시한 동대문경찰서 정보안보외사과 외사계 소속 방시현 경장은 “캠퍼스 내 학생 유입이 일정 수준 이상 늘어난 관계로 외국인 학생들도 각종 범죄에 노출될 확률이 계속해서 높아지고 있다”고 언급하며, “범죄 피해 사실 확인 인지 시 가장 중요한 것은 112로 신고하는 것이며, 이번 교육을 통해 신속 정확하게 처리할 수 있기를 바란다”고 소감을 밝혔다.한국어문화교육원에서는 앞으로도 관내 주요 기관인 동대문경찰서와 지속적으로 업무협력을 통해 연계 프로그램을 진행할 계획이다."
한국외국어대학교,"우리대학 지식출판콘텐츠원(원장 고윤성)은 6월 13일(월), 이문일공칠 카페 1호점에서 캐릭터 ‘부(Boo)’ 스토리 공모전 시상식을 개최하였다. 이날 행사는 △내외빈 소개△상장 및 상금 전달△수상작 해설 및 수상 소감 발표△축사 순으로 진행되었다. 이날 수상자들에게는 상장과 함께 각각 상금 △100만 원(최우수)△50만 원(우수)△30만 원(장려)이 부상으로 지급되었다.이날 시상식에 참석한 수상자들은 한목소리로 ""Boo를 사랑하는 만큼, 그리고 이번 공모전에 참가하며 고민하고 노력한 만큼 앞으로도 ‘부(Boo)’ 캐릭터가 어떻게 하면 더 많이 알려지고, 더 많은 사랑을 받을 수 있을지 열심히 생각해보겠다""고 소감을 밝혔다.고윤성 원장은 축사를 통해 “(학생들이) 캐릭터 Boo에 큰 애정과 관심을 보여주어 놀랐다”며, “참신한 설정과 완성도 높은 짜임새가 돋보이는 수상작을 읽고 매우 놀랐다”고 말했다. 또한 “이번 공모전을 계기로, 앞으로도 Boo에 대한 학생들의 의견을 들을 수 있는 자리가 자주 마련되었으면 하는 바람”이라고 전했다.이번 시상식은 ‘한국외대 캐릭터 Boo 스토리 공모전’의 수상자들을 축하하기 위해 마련됐다. 지난 2016년 캐릭터 Boo를 개발한 지식출판콘텐츠원은 우리대학 고유의 특성을 반영한 대학 대표 캐릭터를 형성하기 위해, 지난달 18일부터 27일까지 Boo 스토리 공모전을 열었다. 심사 결과 총 5개의 수상작을 선발했으며, 지난 8일 Boo 공식 인스타그램을 통해 공모 결과를 발표하였다."
한국외국어대학교,"지난 6월 15일(수), 곽태환(영어 57, 전 통일연구원 원장) 美 이스턴켄터키대학교 명예교수가 우리대학을 방문하여 박정운 총장을 예방하고 「곽태환 박사 장학금」으로 5천만 원을 약정하였다.이날 모교를 찾은 곽태환 교수는 “한반도 평화에 기여할 미래 리더를 키우는 데 조금이나마 보탬이 되었으면 한다”며 장학금 기부 소회를 밝혔다. 「곽태환 박사 장학금」은 기부자의 뜻에 따라 정치외교학과 소속 학부생과 박사과정생 각각 1명씩 총 2명의 등록금 전액을 장학금으로 수여할 예정이다. 한편 곽태환 교수가 우리대학 발전을 위해 기부한 기부금은 2016년부터 현재까지 약 8,300여만 원에 달한다."
