,제목,내용
10,"한영수 교수 연구팀, ‘Water Research’ 논문 게재","인공습지 내 유기 비소의 생지화학적 반응 규명  대학원 환경IT융합공학과 한영수 교수 연구팀이 인공습지 내에서 발생하는 유기 비소의 생지화학적 반응에 대해 규명했다.이번 연구 결과는 수자원 분야의 저명 학술지 ‘Water Research’(IF: 13.4, JCR 상위 0.5%)에 7월 15일자로 온라인에 게재됐으며, 환경IT융합공학과 박지현 박사과정 학생과 한국지질자원연구원 김소정 박사가 공동 제1저자, 한영수 교수가 교신저자로 참여했다. (논문 제목: Microbial mediated reaction of dimethylarsinic acid in wetland water and sediments)한영수 교수 연구팀은 이번 연구에서 인공습지에 존재하는 5가 유기 비소의 퇴적물 및 식물상으로의 이동을 확인했으며, 방사광 가속기의 X-ray absorption spectroscopy analysis를 통해 약 85%-95%의 유기 비소가 무기 비소로 탈메틸화됐다는 사실도 확인했다. 또, 미생물에 의해 탈메틸화된 5가의 무기 비소는 퇴적물에 높은 친화도를 보이나, 퇴적물 층에서 혐기성 조건이 진행되면 가장 독성이 강한 3가 비소로 종분화가 발생하는 등 산화환원 환경과 습지 미생물이 비소의 종분화에 중요한 역할을 한다는 사실을 규명했다.유기 비소는 과거 오랜 기간 동안 제초제 및 살충제의 주요 성분으로 사용되었으며, 미생물 반응에 의해 무기 비소가 유기 비소로 자연적으로 변형될 수 있고, 변형된 유기 비소 중 3가의 형태는 강력한 독성을 나타낸다. 특히, 쌀에 존재하는 총 비소의 50% 이상이 유기 비소로 확인되고 있으며, 습지에 존재하는 갯지렁이 등에서도 일정량의 유기 비소가 축적된다고 보고된 바 있다. 그러나 국내 유기 비소 연구는 실험 분석의 어려움으로 인해 무기 비소 연구에 비해 활발히 진행되고 있지 못한 현실이다.이에 한영수 교수는 “이번 연구에서는 국내 연구가 부족한 유기 비소의 반응 메커니즘을 습지수, 습지 퇴적물, 식물, 미생물 등 포괄적인 환경 요소에 대해 이해하기 위해 노력했다”며, “이번 결과는 인간 및 동식물 생태계에 심각한 독성 영향을 끼칠 수 있는 유기 비소의 반응을 이해하는 좋은 출발점으로서 의의를 갖는다”고 말했다.한편, 이번 연구는 4단계 BK21사업(지식기반 지능형 환경관리 인력양성 연구단)과 한국지질자원연구원 주요 사업의 지원을 받아 수행됐다."
11,부처협업형 인재양성사업으로 혁신 인재양성 박차,"시스템반도체, 디지털 물산업, 지식재산 사업 등 3개 사업 선정37억여원 지원, 신산업·첨단산업 인재양성 충남대학교가 최근 정부의 부처협업형 인재양성사업 3개 과제를 수행하며 신산업 및 첨단산업 혁신 인재양성에 박차를 가하고 있다.교육부가 올해 처음으로 대학혁신지원사업 내 세부사업으로 신산업·첨단산업 인재를 양성하는 '부처 협업형 인재양성사업'을 추진하고 있는 가운데, 충남대는 시스템반도체, 디지털물산업, 지식재산(IP) 분야 등 3개 사업에 선정됐다.충남대는 이들 3개 부처협업형 인재양성사업을 통해 37억여원을 지원받아 신산업 및 첨단산업 분야에서 요구하는 첨단산업 핵심기술 역량을 갖춘 인재양성에 가속도를 붙이고 있다.충남대는 지난 6월, 교육부와 산업통상자원부가 지원하는 ‘차세대 시스템반도체 인력양성사업’에 선정됐다. 2024년까지 3년간 총 9억 9,000만 원이 지원되는 이 사업을 통해 충남대는 시스템반도체 분야 전공 트랙을 신설하고 실무 중심의 교육 재편성을 통해 시스템반도체 산업을 이끌어갈 핵심 인재 양성에 나선다. 이어 7월에는 교육부와 환경부가 지원하는 ‘디지털물산업 혁신인재 양성사업’에 비수도권 대학 중 유일하게 선정됐다. 충남대는 물 산업 분야의 디지털 전환에 대응한 혁신인재를 양성하기 위한 사업인 ‘디지털물산업 혁신인재 양성사업’을 통해 2024년까지 24억 원의 정부지원금을 바탕으로 디지털 물산업 학부․대학원 혁신 인재를 양성하며 이에 필요한 융합․연계 과정을 운영한다. 충남대는 또, 최근 교육부와 특허청이 지원하는 ‘차세대 에너지 신산업분야 지식재산 융합인재 양성사업’에 선정됐다. 이에 따라 충남대는 2025년까지 3억 2,000만 원의 사업비를 지원받아, 차세대 에너지 분야의 지식재산(IP) 핵심인재 480명을 육성하게 된다.이를 위해 차세대 에너지 관련 학부 복수/부전공 및 대학원 지식재산 융합학과 신설, DSC 공유대학 내 차세대 에너지 분야 교육과정 신설, 산학연 공동연구를 통한 핵심기술 창출과 특허 및 기술이전, 창업기업 육성 등에 나설 예정이다.이진숙 총장은 “교육부와 첨단산업 분야 정부부처가 함께하는 ‘부처협업형 정부지원사업’을 통해 미래산업을 이끌 시스템반도체, 디지털 물산업, 지식재산권 등 신산업 및 첨단산업 분야의 현장이 요구하는 핵심기술을 갖춘 인재 양성에 박차를 가하겠다”고 말했다.한편, 교육부와 신산업·첨단분야 전문 부처는 대학혁신지원사업(2022년~2024년)의 일환으로 2024년까지 7개 부처 14개 세부사업 분야에서 연간 4,300여 명, 총 1만 3,000여 명의 혁신인재를 양성하기 위해 부처협업형 인재양성사업을 추진하고 있다."
12,"DSC 지역혁신플랫폼-한국소비자원, 빅데이터 오픈캠퍼스 성료","지역인재 취업역량 향상 제고, 수료생 17명 배출  DSC 지역혁신플랫폼과 한국소비자원이 지역인재들의 취업역량 향상을 위해 공동 운영한 ‘빅데이터 오픈캠퍼스’가 성료했다.DSC 지역혁신플랫폼 지역인재교육센터와 한국소비자원은 7월 18일부터 29일까지 오픈캠퍼스를 공동 운영한 가운데 17명의 수료생을 배출했다.수료생들은 이번 오픈캠퍼스에서 Tableau(데이터 시각화 툴) 활용 데이터 시각화, 파이썬 활용 웹스크래핑 등 데이터 분석 프로그램 기초를 학습했으며, 소비자 이슈 알람 작성 및 품목별 기획분석에 대한 팀 프로젝트도 발표했다.또, 한국소비자원 홍보관 및 검사동 견학을 통해 직무 현장을 몸소 체험했으며, 현직자들의 취업 멘토링을 통해 공공기관 취업 및 직무 이해도를 높였다.한편, ‘지자체-대학 협력 기반 지역혁신(RIS)사업’의 연계로 추진되고 있는 ‘오픈캠퍼스’는 지역대학과 공공기관이 지역 특성을 반영해 직무 및 현장견학 중심의 교육과정을 운영하는 프로그램이다. 지역인재교육센터는 지자체-대학 협력 기반 지역혁신(RIS)사업 참여대학 학생들의 취업역량 제고 및 취업 기회 확보 등을 위해 대전·세종·충남 공공기관 및 공기업과의 오픈캠퍼스 과정을 확대하여 운영할 예정이다."
13,"DSC 지역혁신플랫폼-국립생태원, 오픈캠퍼스 성료","지역인재 취업역량 향상 제고, 수료생 23명 배출  DSC 지역혁신플랫폼과 국립생태원이 지역인재들의 취업역량 향상을 위해 공동 운영한 ‘2022 하기 국립생태원 오픈캠퍼스’가 성료했다.DSC 지역혁신플랫폼 지역인재교육센터와 국립생태원은 지난 7월 25일부터 29일까지 오픈캠퍼스를 공동운영한 가운데 23명의 수료생을 배출했다. 이날 수료생에게는 국립생태원 기관장 명의의 수료증이 발급됐다.생태·생물학 전공 학생들이 참여한 이번 오픈캠퍼스에서는 ‘야생조류와 유리창 충돌’,‘생태와 진화 그리고 우리의 삶’,‘LMO와 생태계 마이크로바이옴 연구’ 등 전공과 관련된 직무 교육이 진행됐다.‘지자체-대학 협력 기반 지역혁신(RIS)사업’의 연계로 추진되고 있는 ‘오픈캠퍼스’는 지역대학과 공공기관이 지역 특성을 반영해 직무 및 현장견학 중심의 교육과정을 운영하는 프로그램이다. 지역인재교육센터는 지자체-대학 협력 기반 지역혁신(RIS)사업 참여대학 학생들의 취업역량 제고 및 취업 기회 확보 등을 위해 대전·세종·충남 공공기관 및 공기업과의 오픈캠퍼스 과정을 확대하여 운영할 예정이다."
14,‘신산업 지식재산 융합인재 양성사업’ 선정,"부처협업형 인재양성, 2025년까지 3억 2,000만 원 지원차세대 에너지 분야 지식재산 융합인재 양성 충남대학교가 미래 신기술 선점을 위해 이공계 대학(원)생을 기술 전문성과 지식 재산(IP) 창출 역량을 겸비한 인재를 양성하는 사업인 ‘신산업 지식재산(IP) 융합인재 양성사업’에 선정됐다.충남대는 최근, 교육부와 특허청이 지원하는 부처협업형 인재양성사업인 ‘차세대 에너지 신산업 분야 지식재산(IP) 융합인재 양성사업’에 선정됐다.충남대는 ‘차세대 에너지 신산업분야 지식재산 융합인재 양성사업’ 선정에 따라2025년까지 3억 2,000만 원의 사업비를 지원받아, 차세대 에너지 분야의 지식재산(IP)핵심인재 480명을 지속적으로 배출한다.이를 위해 충남대는 공과대학 응용화학공학과를 중심으로 차세대 에너지 관련 학부 복수/부전공 및 대학원 지식재산 융합학과 신설, DSC 공유대학 내 차세대 에너지 분야 교육과정 신설, 산학연 공동연구를 통한 핵심기술 창출과 특허 및 기술이전, DSC 공유대학 및 LINC 3.0, 창업지원단 등과의 연계를 통한 창업기업 육성 등에 나설 예정이다.이 사업의 총괄 책임자인 응용화학공학과 이영석 교수는 “미래 신산업 분야인 차세대 에너지 분야의 기술-지식재산 기반 실무형 융합인재 양성을 위해 노력하겠다”며, “나아가 교육과 연구목표 달성을 통해 차세대 에너지 분야의 핵심기술을 창출하고 이를 특허와 기술이전으로까지 이어 차세대 에너지 분야의 창업 기업육성에도 기여하겠다”고 말했다.한편, 교육부와 특허청의 ‘부처 협업형 인재 양성 사업’으로 추진되는 이 사업은 미래 신기술 선점을 위해 이공계 학생을 기술 전문성과 지식재산(IP) 창출 역량을 겸비한 기술·IP 융합 인재로 양성하기 위해 시행된다."
15,"수학과 오세권 교수, 발전기금 기부","정년퇴임 앞두고 발전기금 1,000만 원 전달  자연과학대학 수학과 오세권 교수가 발전기금을 기부했다.수학과 오세권 교수는 7월 28일 오전 10시, 이진숙 총장을 방문해 발전기금 1,000만 원을 전달했다. 오세권 교수는 1985년 충남대 교수로 부임한 이후 올해까지 약 37년째 인재 양성과 연구에 몰두해왔으며, 2024년 2월 정년퇴임을 앞두고 있다.오세권 교수는 “수학과 선배 교수님들께서 보여주셨던 나눔의 전통을 이어나가고 싶어 이번 기부를 결심하게 됐다”며, “큰 금액은 아니지만, 수학과 발전과 우수 학생 유치에 작은 보탬이 되기를 바란다”고 말했다."
16,"충남대-유성구, ‘청년 데이터기반 문제해결단’ 성과보고회 개최","공공 데이터 분석 통한 지역사회 현안 해결책 모색  충남대학교와 유성구가 청년 공공일자리 창출 및 지역문제 해결에 앞장서 온 ‘청년 데이터기반 문제해결단’의 성과보고회를 개최했다. 사회공헌센터와 유성구는 7월 28일 오전 10시, 정용래 구청장, 권재열 사회공헌센터장 등 양 기관 관계자, 참여 학생 및 교수 40명이 참석한 가운데 충남대 도서관 강당에서 ‘청년 데이터기반 문제해결단’ 성과보고회를 개최했다. 이번 청년 데이터기반 문제해결단은 충남대, 한밭대 학생 34명과 멘토 교수 6명이 8개 팀으로 매칭됐으며, 유성구청 미래전략과와 연계해 지난 4월부터 4개월간 교통, 교육, 인구, 행정 분야 등 유성 지역의 주요 현안을 분석하고, 데이터 분석을 통한 해결책 발굴 및 정책 제안 등의 활동을 수행했다.한편, 지난 6월, 충남대-한밭대-유성구, 공공데이터 기반 지역사회문제 해결을 위한 업무협약의 일환으로 진행된 청년 데이터기반 문제해결단은 공공테이터 분석을 통해 지역사회 현안에 대한 해결책을 모색하기 위한 리빙랩 사업이다. 충남대, 한밭대, 유성구는 올해 하반기에도 공동으로 문제해결단 사업을 추진할 예정이다.권재열 사회공헌센터장은 “이번 문제해결단 활동을 통해 우리 학생들이 지역 문제 현안 해결을 위한 데이터를 분석하고, 아이디어를 제시해 보는 등 실무를 직접 경험함으로써 사회에서 요구하는 역량을 갖출 수 있었다”며 “앞으로도 지역대학과 지자체가 지속적으로 협력함으로써 우리 청년들의 우수 성과가 지역문제 해결에 실질적인 도움이 될 것으로 기대한다”고 말했다."
17,"미래리빙랩센터, 실행리빙랩 공모사업 협약식 개최","2022 실행리빙랩 공모사업 추진 위해 상호 협력  충남대학교가 총괄대학으로 24개 대학이 참여하는 DSC(대전·세종·충남) 지역혁신플랫폼이 ‘2022 실행리빙랩 1차 공모사업’ 선정팀과 업무 협약식을 개최했다. DSC지역혁신플랫폼 미래리빙랩센터는 7월 28일 오후 2시, 공모사업 선정팀 관계자 20여 명이 참석한 가운데 지역 현안 해결을 위한 실행리빙랩 사업 업무 협약을 체결했다. 이번 업무 협약에 따라 미래리빙랩센터와 11개 선정팀은 실행리빙랩 사업을 바탕으로 ▲지역사회문제 관한 도전적 과제 발굴을 통해 혁신적 운영모델 구축 ▲지역혁신플랫폼의 차별화된 운영을 위한 지속가능한 실증체계 마련 등을 상호협력한다.미래리빙랩센터는 지난 6월부터 한 달간 모빌리티 지정과제(모빌리티 ICT, 소재부품장비)와 자율과제(지역혁신과제)로 2개 분야 참가팀을 공모했으며, 총 43개 신청팀 중 11개 팀이 최종 선정됐다.이번 공모사업 최종 선정팀은 모빌리티 기술을 활용해 생활 속에서 발생하는 지역 현안을 발굴하고 해결해 나갈 예정이며, 평균 2천만 원의 사업비와 문제해결인재 양성 프로그램인 ‘사회혁신가 퍼실리테이터 양성교육’을 지원받는다. 미래리빙랩센터 김태중 센터장은 “대학-지자체-기업-지역민과 협업하는 실행리빙랩 프로젝트는 지역사회문제 해결을 위한 창의․융복합형 혁신 인재 양성의 밑거름”이라며, “앞으로도 대학과 지역사회가 상생 발전할 수 있도록 협력 네트워크를 확장함은 물론, 모빌리티를 통해 지역현안을 해결하는 데 최선을 다하겠다”고 말했다.A-Brid팀 이종원 한밭대 교수(모빌리티 과제 선정)는 “이번 실행 리빙랩 공모과제 사업은 학생들에게 지역을 알 수 있는 계기가 됨은 물론, 지역 현안을 모빌리티를 통해 해결해볼 수 있는 좋은 기회”라며, “지역혁신 주체들과의 협업을 통해 지역을 이해하고 선도해 나갈 지역 인재를 양성하는 데 최선을 다하겠다”고 말했다.지역화폐협동조합 최보연 사무국장(자율과제 선정)은 “이번 2022년 실험리빙랩 공모사업 선정을 통해 지역 현안 해결에 더 효과적인 방법을 실험해볼 기회를 얻게 돼 매우 기쁘다”며, “이번 사업을 통해 지역문제해결의 효과적 추진뿐 아니라 청년 지역 정주성을 높이고, 마을 내에서 순환되는 선순환 지역 경제 정착을 위한 더 좋은 협력 모델을 만들겠다”고 말했다.한편, DSC지역혁신플랫폼 미래리빙랩센터는 이번 사업 이외에도 기획리빙랩, 지역리빙랩 등 지역사회 주체들이 협업할 수 있는 다양한 지역 현안 해결프로젝트를 기획하고 추진할 예정이다."
18,"모빌리티ICT사업본부, ‘릴레이 간담회’ 성료","모빌리티ICT 분야 산학협력 및 발전방향 공유  충남대학교를 총괄대학으로 24개 대학이 참여하는 DSC(대전·세종·충남) 지역혁신플랫폼의 모빌리티ICT사업본부가 산학협력 네트워크 구축을 위한 ‘릴레이 간담회’를 성료했다.DSC지역혁신플랫폼 모빌리티ICT사업본부는 7월 28일, 대전 라마다호텔에서 사업 관계자와 기업 대표 등 70명이 참석한 가운데 ‘찾아가는 지역기업 릴레이 간담회’를 개최했다.모빌리티ICT사업본부는 지난 6월부터 세종-충남-대전을 거치는 세 차례의 간담회를 통해 약 80여 개의 지역기업을 만나 애로사항을 청취하고, 기업 지원 사업의 발전 방향에 대해 논의했다.모빌리티ICT사업본부는 이번 간담회의 의견을 반영해 DSC공유대학 학생들의 기업 탐방과 인턴십 프로그램 등 다양한 산학연계 프로그램을 추진할 계획이다. 모빌리티ICT사업본부 안재민 본부장은 “세 차례에 걸친 릴레이 간담회를 통해 얻은 지역기업의 소중한 의견을 토대로 실효성 있는 프로그램 기획에 적극 반영할 예정”이라며, “기업에서 요구하는 학생들의 실무적인 교육과정 개설을 위해 노력할 것”이라고 밝혔다."
19,‘해양 유해물질 오염원 추적기법 개발사업’ 선정,"약 5년여간 284억여원 투입, 전문인력 양성 및 일자리 창출 기대해양 오염 현안 해결을 위한 오염원 추적 기술 개발 및 현장 적용 충남대학교가 연안환경으로 유입되는 유해물질(유기물, 중금속, 유기독성물질 등)의 오염원 추적 기술을 개발하고 활용체계를 구축해 오염퇴적물의 정화복원 기준을 설정하는 ‘해양 유해물질 오염원 추적기법 개발사업’에 선정됐다.7월 27일 산학협력단은 최근, 해양수산부로부터 ‘해양 유해물질 오염원 추적기법 개발사업’ 수행기관(사업 책임자 최만식 교수)으로 수행 중이라고 밝혔다. 해양수산부가 지원하는 이번 사업에는 2022년부터 2026년까지 5년여간, 정부 지원 연구개발비 266억 4,600만원과 기관 부담 연구개발비 18억 2,830만원 등 총 284억 7,430만원이 투입된다. 이번 사업에는 충남대가 주관 기관으로 한국해양과학기술원, 한양대, 경상국립대, 울산과기원, 상지대, 포항공대, ㈜지오시스템리서치, ㈜네오엔비즈, 한국기초과학지원연구원, 해양환경공단 등 10개 기관, 23개 연구팀이 참여한다.충남대는 이 사업을 통해 해역별 오염 현안을 해결하는데 실질적으로 기여할 수 있는 오염원 추적 요소 기술 개발, 오염원 추적 기술 현장적용 및 오염원 추적기법 활용을 위한 체계 구축에 나서게 된다.구체적으로 유기물.중금속.유기독성물질에 대한 안정동위원소 등의 오염지시자를 발굴하고, 분석기법을 개발하는 오염원 판별 지표 개발, 육상 및 해상기원 유해물질 유입량 산정 기술개발, 현장기반 신속 모니터링 개발, 유해물질 다매체 거동 모델 및 예측시스템 구축, AI기반 오염원 및 오염과정 판별 프로그램 개발, 오염원 추적기법 활용 정비 및 관리체계를 구축한다. 사업의 책임을 맡고 있는 해양환경과학과 최만식 교수는 “해양 유해물질 오염원 추적기법 개발사업 수행을 통해 연안 오염 원인 및 과정을 규명하고 현장 적용이 가능한 기술이 개발될 것이며 이와 함께 해양환경 분야의 전문 인력양성과 국가기관 및 산업체에 새로운 일자리를 창출할 것으로 기대된다”며 “우리 바다를 위협하는 유해물질로부터 국민의 불안을 불식해 더 안전하고 깨끗한 바다를 만드는데 기여하겠다”고 말했다."
20,"해외봉사단, “안전하게 몽골 다녀오겠습니다”","7월 30일~8월 13일, 몽골 날라이흐 지역에서 값진 땀충남대학교병원 전문의 의료진으로 참여 “몽골에서 값진 땀 흘리고 안전하게 돌아올게요”해외봉사단(단장 : 이창훈 교수)이 오는 7월 30일부터 8월 13일까지, 15일간 몽골 울란바타르 날라이흐 지역에서 해외 봉사를 진행한다.31명의 학생과 교직원, 의료진 등 총 35명으로 구성된 충남대 해외봉사단은 7월 27일, 한누리회관에서 ‘2022 하계 해외봉사단 발대식’을 개최했다.해외봉사단은 울란바타르에서 30분 정도 떨어진 곳에 위치한 날라이흐(Nalaikh) 지역의 초등학교 학생들에게 태권도, 한글, 동요 등을 가르치는 교육 봉사와 태권무, K-POP댄스, 버스킹, 부채춤 등 공연 봉사, 마을 가꾸기 등 일손이 필요한 곳에 도움을 주는 노력 봉사를 진행할 예정이다.특히, 이번 해외봉사단의 안전을 위해 충남대학교병원 흉부외과 강신광 교수가 의료진으로 참여해 15일 간의 전체 일정에 함께하게 되며, 안전한 봉사활동을 위해 파견에 앞서 해외봉사단 전원이 4대 폭력 예방교육, 안전 교육 등을 마쳤다.충남대는 지난 2003년부터 매년 방학(하계, 동계)기간 동안 몽골, 캄보디아, 라오스, 필리핀 등에서 해외봉사활동을 진행하며 한국의 정을 나누는 한편, 재학생들에게는 학점 취득과 함께 봉사의 참 의미를 배울 수 있도록 지원하고 있다. "
